timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-10-06T23:19:24;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;124;65
2025-10-06T23:19:35;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;239;81
2025-10-06T23:19:43;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;234;106
