timestamp,turn,nation,mode,groups,units_total,units_moved,moved_pct,opportunistic_captures,combats,retreats,deployments,resupply_attempts,resupply_successes,threatened_units,low_income_streak,econ_weight,vp_weight,artillery_units,artillery_shots,artillery_reaction_used,artillery_avg_shots,casualties_turn,new_units_turn,total_targets_analyzed,avg_target_score,targets_with_fallback,groups_without_targets,dynamic_reassignments,strategic_state,aggression_level,high_priority_targets,free_targets_captured,coordination_failures,memory_targets_used,tactical_resupply_calls,notes
2025-09-15T23:52:34.691224,,Polska,advanced,4,7,3,42.9,1,0,0,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:36.056888,,Polska,advanced,4,9,2,22.2,0,0,2,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:36.642483,,Niemcy,advanced,2,9,3,33.3,0,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:37.326775,,Niemcy,advanced,3,8,3,37.5,1,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:38.444078,,Polska,advanced,3,9,1,11.1,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:39.855522,,Polska,advanced,4,9,1,11.1,0,0,1,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:41.537112,,Niemcy,advanced,3,6,1,16.7,3,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:42.735111,,Niemcy,advanced,4,7,2,28.6,2,0,1,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:43.741504,,Polska,advanced,4,9,1,11.1,1,0,1,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:45.847703,,Polska,advanced,5,10,1,10.0,0,0,1,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:47.432209,,Niemcy,advanced,4,10,1,10.0,0,0,0,0,0,0,1,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:49.180017,,Niemcy,advanced,5,7,0,0.0,2,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:50.152202,,Polska,advanced,5,9,2,22.2,1,0,1,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:52.491776,,Polska,advanced,5,10,0,0.0,0,0,1,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:55.122658,,Niemcy,advanced,4,9,0,0.0,1,1,0,0,0,0,3,1,1.0,0.5,2,1,0,0.5,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:56.302613,,Niemcy,advanced,5,6,0,0.0,2,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,5,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:52:57.374767,,Polska,advanced,5,8,0,0.0,2,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:00.123840,,Polska,advanced,5,10,3,30.0,0,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:01.266828,,Niemcy,advanced,5,8,0,0.0,2,0,0,0,0,0,3,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:02.772642,,Niemcy,advanced,5,7,0,0.0,2,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:03.668645,,Polska,advanced,5,8,0,0.0,2,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:05.666577,,Polska,advanced,4,9,0,0.0,0,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:07.153584,,Niemcy,advanced,4,7,3,42.9,1,1,0,0,0,0,1,1,1.0,0.5,2,1,0,0.5,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:08.361562,,Niemcy,advanced,4,7,0,0.0,2,0,0,0,0,0,7,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:09.391203,,Polska,advanced,5,10,0,0.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:11.224446,,Polska,advanced,5,9,0,0.0,0,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:13.198200,,Niemcy,advanced,5,8,0,0.0,0,1,0,0,0,0,1,1,1.0,0.5,2,1,0,0.5,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:14.515119,,Niemcy,advanced,5,9,0,0.0,0,0,0,0,0,0,9,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:15.570033,,Polska,advanced,5,8,0,0.0,2,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-15T23:53:17.889013,,Polska,advanced,5,8,0,0.0,0,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
