timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-10-04T19:01:44;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;7;0
2025-10-04T19:01:54;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;2;52
2025-10-04T19:02:09;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;84;46
2025-10-04T19:02:19;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;72;47
2025-10-04T19:02:36;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;121;40
2025-10-04T19:03:02;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;111;99
2025-10-04T19:03:16;1;1;Polska;Generał;end_turn;;;;;;;ok;-10;10;176;99
2025-10-04T19:03:30;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-10;10;171;168
2025-10-04T19:03:43;1;1;Polska;Generał;end_turn;;;;;;;ok;-10;10;245;161
2025-10-04T19:03:54;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-42;42;242;177
2025-10-04T19:04:04;1;1;Polska;Generał;end_turn;;;;;;;ok;-42;42;274;171
2025-10-04T19:04:13;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-42;42;271;266
2025-10-04T19:04:19;1;1;Polska;Generał;end_turn;;;;;;;ok;-42;42;328;259
2025-10-04T19:04:22;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-42;42;325;277
2025-10-04T19:04:25;1;1;Polska;Generał;end_turn;;;;;;;ok;-42;42;331;270
2025-10-04T19:04:29;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-42;42;328;293
2025-10-04T19:04:34;1;1;Polska;Generał;end_turn;;;;;;;ok;-42;42;338;293
2025-10-04T19:04:39;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-42;42;335;330
2025-10-04T19:04:42;1;1;Polska;Generał;end_turn;;;;;;;ok;-42;42;383;323
2025-10-04T19:04:53;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-42;42;380;412
