timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-09-19T22:30:41;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;9;0
2025-09-19T22:30:59;1;2;Polska;Dowódca;deploy;nowy_Z_Pluton__2_Polska Zaopatrzenie Pluton ____20250919222656;;;;6;-3;deployed;0;0;9;0
2025-09-19T22:31:06;1;2;Polska;Dowódca;move;nowy_Z_Pluton__2_Polska Zaopatrzenie Pluton ____20250919222656;;6;-3;9;-3;OK;0;0;9;0
2025-09-19T22:31:10;1;2;Polska;Dowódca;deploy;nowy_Z_Pluton__2_Polska Zaopatrzenie Pluton ____20250919223026;;;;6;-3;deployed;0;0;9;0
2025-09-19T22:31:18;1;2;Polska;Dowódca;move;nowy_Z_Pluton__2_Polska Zaopatrzenie Pluton ____20250919223026;;6;-3;9;-4;OK;0;0;9;0
2025-09-19T22:31:22;1;2;Polska;Dowódca;deploy;nowy_Z_Pluton__2_Polska Zaopatrzenie Pluton ____20250919223027;;;;6;-3;deployed;0;0;9;0
2025-09-19T22:31:28;1;2;Polska;Dowódca;move;nowy_Z_Pluton__2_Polska Zaopatrzenie Pluton ____20250919223027;;6;-3;8;-3;OK;0;0;9;0
2025-09-19T22:31:41;1;2;Polska;Dowódca;move;P_Batalion__2_Batalion_Strzelc_w;;25;-9;26;-11;OK;0;0;9;0
2025-09-19T22:31:46;1;2;Polska;Dowódca;move;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;25;-8;26;-8;OK;0;0;9;0
2025-09-19T22:31:50;1;2;Polska;Dowódca;move;TL_Kompania__2_Batalion_Pancerny;;24;-9;25;-9;OK;0;0;9;0
2025-09-19T22:31:56;1;2;Polska;Dowódca;move;D_Pluton__2_Dow_dztwo_Einheit;;15;-7;18;-8;;0;0;9;0
2025-09-19T22:32:13;1;2;Polska;Dowódca;move;P_Kompania__2_Pu_k_Piechoty;;28;2;30;0;;0;0;9;0
2025-09-19T22:32:20;1;2;Polska;Dowódca;move;Z_Pluton__2_Oddzia_Rozpoznawczy;;28;3;30;1;OK;0;0;9;0
2025-09-19T22:32:24;1;2;Polska;Dowódca;move;P_Pluton__2_Kompania_Grenadier_w_20250913214010;;28;4;30;3;;0;0;9;0
2025-09-19T22:32:30;1;2;Polska;Dowódca;move;P_Pluton__2_Kompania_Grenadier_w;;25;5;27;5;;0;0;9;0
2025-09-19T22:32:35;1;2;Polska;Dowódca;resupply;P_Pluton__2_Kompania_Grenadier_w;;;;27;5;fuel+2, combat+0;0;0;7;0
2025-09-19T22:32:37;1;2;Polska;Dowódca;move;P_Pluton__2_Kompania_Grenadier_w;;27;5;28;4;;0;0;7;0
2025-09-19T22:32:41;1;2;Polska;Dowódca;resupply;P_Pluton__2_Kompania_Grenadier_w;;;;28;4;fuel+1, combat+0;0;0;6;0
2025-09-19T22:32:43;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:44;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:45;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:45;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:46;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:46;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:47;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:32:48;1;2;Polska;Dowódca;move_error;P_Pluton__2_Kompania_Grenadier_w;;;;;;no_reachable_hex;0;0;6;0
2025-09-19T22:33:00;1;2;Polska;Dowódca;resupply;D_Pluton__2_Dow_dztwo_Einheit;;;;18;-8;fuel+2, combat+0;0;0;4;0
2025-09-19T22:33:01;1;2;Polska;Dowódca;move;D_Pluton__2_Dow_dztwo_Einheit;;18;-8;19;-9;;0;0;4;0
2025-09-19T22:33:03;1;2;Polska;Dowódca;move_error;D_Pluton__2_Dow_dztwo_Einheit;;;;;;no_reachable_hex;0;0;4;0
2025-09-19T22:33:06;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;4;0
2025-09-19T22:33:20;1;3;Polska;Dowódca;deploy;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919222659;;;;31;17;deployed;0;0;4;0
2025-09-19T22:33:28;1;3;Polska;Dowódca;move;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919222659;;31;17;32;13;;0;0;4;0
2025-09-19T22:33:32;1;3;Polska;Dowódca;resupply;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919222659;;;;32;13;fuel+4, combat+0;0;0;0;0
2025-09-19T22:33:34;1;3;Polska;Dowódca;move;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919222659;;32;13;32;9;;0;0;0;0
2025-09-19T22:33:39;1;3;Polska;Dowódca;deploy;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919223031;;;;31;17;deployed;0;0;0;0
2025-09-19T22:33:43;1;3;Polska;Dowódca;move;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919223031;;31;17;32;13;;0;0;0;0
2025-09-19T22:33:44;1;3;Polska;Dowódca;move_error;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919223031;;;;;;no_reachable_hex;0;0;0;0
2025-09-19T22:33:47;1;3;Polska;Dowódca;move_error;nowy_Z_Pluton__3_Polska Zaopatrzenie Pluton ____20250919223031;;;;;;no_reachable_hex;0;0;0;0
