timestamp,issue_type,unit_id,garrison_hex,unit_mp,unit_fuel,unit_position,distance_to_garrison,pathfinding_failed,target_blocked,threat_level,kp_value,available_units,details
2025-09-15T23:52:38.211615,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w,"24,-8",0,0,"25,-9",1,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.215049,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w,"24,-8",0,0,"25,-9",1,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.215049,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"24,-8",0,0,"25,-8",1,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.215049,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"24,-8",0,0,"25,-8",1,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.218704,NO_MOVEMENT_POINTS,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"24,-8",0,0,"28,4",16,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.220716,NO_FUEL,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"24,-8",0,0,"28,4",16,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.222727,INSUFFICIENT_SUPPORT,TL_Kompania__2_Batalion_Pancerny,"24,-8",N/A,N/A,N/A,N/A,N/A,N/A,0,100,3,"{'enemies_list': [], 'units_found': 0, 'units_needed': 1, 'shortage': 1}"
2025-09-15T23:52:38.226688,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w,"28,3",0,0,"25,-9",15,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.227684,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w,"28,3",0,0,"25,-9",15,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.229786,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"28,3",0,0,"25,-8",14,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.231802,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"28,3",0,0,"25,-8",14,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.231802,NO_MOVEMENT_POINTS,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"28,3",0,0,"28,4",1,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.231802,NO_FUEL,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"28,3",0,0,"28,4",1,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.235360,INSUFFICIENT_SUPPORT,P_Kompania__2_Pu_k_Piechoty,"28,3",N/A,N/A,N/A,N/A,N/A,N/A,0,75,3,"{'enemies_list': [], 'units_found': 0, 'units_needed': 1, 'shortage': 1}"
2025-09-15T23:52:38.235360,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w,"24,-7",0,0,"25,-9",2,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.239289,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w,"24,-7",0,0,"25,-9",2,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.239289,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"24,-7",0,0,"25,-8",1,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.243980,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"24,-7",0,0,"25,-8",1,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.247254,NO_MOVEMENT_POINTS,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"24,-7",0,0,"28,4",15,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.250565,NO_FUEL,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"24,-7",0,0,"28,4",15,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.253019,INSUFFICIENT_SUPPORT,Z_Batalion__2_Kompania_Zaopatrzeniowa,"24,-7",N/A,N/A,N/A,N/A,N/A,N/A,0,45,3,"{'enemies_list': [], 'units_found': 0, 'units_needed': 1, 'shortage': 1}"
2025-09-15T23:52:38.253019,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w,"15,-7",0,0,"25,-9",10,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.256794,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w,"15,-7",0,0,"25,-9",10,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.260045,NO_MOVEMENT_POINTS,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"15,-7",0,0,"25,-8",10,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.263679,NO_FUEL,P_Batalion__2_Batalion_Strzelc_w_20250913214005,"15,-7",0,0,"25,-8",10,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.265833,NO_MOVEMENT_POINTS,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"15,-7",0,0,"28,4",24,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:38.265833,NO_FUEL,P_Pluton__2_Kompania_Grenadier_w_20250913214010,"15,-7",0,0,"28,4",24,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:38.265833,INSUFFICIENT_SUPPORT,D_Pluton__2_Dow_dztwo_Einheit,"15,-7",N/A,N/A,N/A,N/A,N/A,N/A,0,100,3,"{'enemies_list': [], 'units_found': 0, 'units_needed': 1, 'shortage': 1}"
2025-09-15T23:52:39.189772,NO_MOVEMENT_POINTS,P_Kompania__3_Batalion_Strzelc_w,"6,26",0,0,"29,10",23,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:39.190788,NO_FUEL,P_Kompania__3_Batalion_Strzelc_w,"6,26",0,0,"29,10",23,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-15T23:52:39.192835,NO_MOVEMENT_POINTS,P_Batalion__3_Pu_k_Piechoty,"6,26",0,0,"28,11",22,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-15T23:52:39.193839,NO_FUEL,P_Batalion__3_Pu_k_Piechoty,"6,26",0,0,"28,11",22,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
