timestamp,turn,nation,vp_current,vp_enemy,vp_gap,vp_trend,vp_velocity,threat_level,opportunity_count
2025-09-17T21:54:48.240622,1,Polska,0,0,0,UNKNOWN,0,MEDIUM,0
