timestamp,turn,player_type,player_id,player_nation,player_role,player_name,action_type,summary,result,context
2025-10-11T02:07:46,1,HUMAN,2,Polska,Dowódca,Generał Juliusz Rómmel,move,"Z_Pluton__2_PL_Z_Pluton ruch (8, 0) -> (4, 0) (sukces)",OK,"{""success"": true, ""message"": ""OK"", ""token_id"": ""Z_Pluton__2_PL_Z_Pluton"", ""start_position"": [8, 0], ""end_position"": [4, 0], ""path_cost"": 4, ""fuel_cost"": 4, ""remaining_mp"": 5, ""remaining_fuel"": 0, ""movement_mode_before"": ""march"", ""movement_mode_after"": ""march""}"
2025-10-11T02:07:54,1,HUMAN,2,Polska,Dowódca,Generał Juliusz Rómmel,move,"Z_Pluton__2_PL_Z_Pluton ruch (4, 0) -> (4, 4) (sukces)",OK,"{""success"": true, ""message"": ""OK"", ""token_id"": ""Z_Pluton__2_PL_Z_Pluton"", ""start_position"": [4, 0], ""end_position"": [4, 4], ""path_cost"": 4, ""fuel_cost"": 4, ""remaining_mp"": 1, ""remaining_fuel"": 0, ""movement_mode_before"": ""march"", ""movement_mode_after"": ""march""}"
2025-10-11T02:08:11,1,HUMAN,3,Polska,Dowódca,Generał Tadeusz Kutrzeba,move,"K_Pluton__3_PL_K_Pluton ruch (16, 63) -> (12, 63) (sukces)",OK,"{""success"": true, ""message"": ""OK"", ""token_id"": ""K_Pluton__3_PL_K_Pluton"", ""start_position"": [16, 63], ""end_position"": [12, 63], ""path_cost"": 4, ""fuel_cost"": 4, ""remaining_mp"": 5, ""remaining_fuel"": 0, ""movement_mode_before"": ""march"", ""movement_mode_after"": ""march""}"
