timestamp,turn,player_type,player_id,player_nation,player_role,player_name,action_type,summary,result,context
2025-10-18T11:56:54,1,HUMAN,2,Polska,Dowódca,Generał Juliusz Rómmel,move,"Z_Pluton__2_PL_Z_Pluton ruch (8, 0) -> (9, 3) (sukces)",OK,"{""success"": true, ""message"": ""OK"", ""token_id"": ""Z_Pluton__2_PL_Z_Pluton"", ""start_position"": [8, 0], ""end_position"": [9, 3], ""path_cost"": 4, ""fuel_cost"": 4, ""remaining_mp"": 5, ""remaining_fuel"": 0, ""movement_mode_before"": ""march"", ""movement_mode_after"": ""march""}"
2025-10-18T11:57:03,1,HUMAN,2,Polska,Dowódca,Generał Juliusz Rómmel,move,"Z_Pluton__2_PL_Z_Pluton ruch (9, 3) -> (13, 3) (sukces)",OK,"{""success"": true, ""message"": ""OK"", ""token_id"": ""Z_Pluton__2_PL_Z_Pluton"", ""start_position"": [9, 3], ""end_position"": [13, 3], ""path_cost"": 4, ""fuel_cost"": 4, ""remaining_mp"": 1, ""remaining_fuel"": 0, ""movement_mode_before"": ""march"", ""movement_mode_after"": ""march""}"
2025-10-18T11:57:15,1,HUMAN,2,Polska,Dowódca,Generał Juliusz Rómmel,move,"Z_Pluton__2_PL_Z_Pluton ruch (13, 3) -> (14, 3) (sukces)",OK,"{""success"": true, ""message"": ""OK"", ""token_id"": ""Z_Pluton__2_PL_Z_Pluton"", ""start_position"": [13, 3], ""end_position"": [14, 3], ""path_cost"": 1, ""fuel_cost"": 1, ""remaining_mp"": 0, ""remaining_fuel"": 3, ""movement_mode_before"": ""march"", ""movement_mode_after"": ""march""}"
