timestamp,turn,phase,nation,unit_id,unit_type,action_type,from_q,from_r,to_q,to_r,target_q,target_r,target_type,target_value_before,target_value_after,movement_mode,path_len,path_used,progressive_used,adaptive_frac,mp_before,mp_after,fuel_before,fuel_after,combat_dmg_dealt,combat_dmg_taken,enemy_adj_before,enemy_adj_after,threat_level,decision_reason,extra_tags,reason,skip_reason,target_search_candidates,target_search_best_score,target_search_best_distance,group_id,group_size,group_leader_pos,group_assignment_score,strategic_state,aggression_level,priority_level,target_is_free,fallback_used,enemy_distance,threat_assessment,coordination_mode,ai_memory_target,reassignment_count,tactical_mode,pathfinding_failures,valid_candidates,total_candidates,unit_mp_available,unit_fuel_available
2025-09-14T13:56:49.916923,,,Polska,TURN_START,,turn_begin,,,,,,,,,,,,,,,,,,,,,,,,,,AI Commander turn started for player 2,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.058077,,,Polska,RESUPPLY_NEEDS,,resupply_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS_ANALYSIS PRE_RAID_OPTIMIZATION | TOTAL_FUEL_NEEDED: 1 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 1 | BUDGET_AVAILABLE: 6 | UNITS_REQUIRING_HELP: 1,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.062776,,,Polska,RESUPPLY_OPERATION,,resupply_summary,,,,,,,,,,,,,,,,,,,,,,,,,,RESUPPLY_SUMMARY PRE_RAID_OPTIMIZATION | TOTAL_PE_SPENT: 0 | UNITS_RESUPPLIED: 0/1 | BUDGET_ALLOCATED: 6 | PE_REMAINING: 12,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.135028,,target_selection,Polska,Z_Pluton__2_Batalion_Wsparcia,,target_analysis,,,,,30,8,,,,,,,,,,,,,,,,,,,,"Target analysis: 29 candidates, score -1.00",,29,-1,999,,,,,,,,,False,,,,,,,29,29,29,7,3
2025-09-14T13:56:50.144756,,,Polska,Z_Pluton__2_Batalion_Wsparcia,,second_move,,,30,8,,,,,,,,,,,,,,,,,,,,,,second_chance after PRE_RAID_OPTIMIZATION,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.242673,,,Polska,RESUPPLY_NEEDS,,resupply_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS_ANALYSIS MULTI_TURN_START | TOTAL_FUEL_NEEDED: 2 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 2 | BUDGET_AVAILABLE: 6 | UNITS_REQUIRING_HELP: 1,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.243928,,,Polska,Z_Pluton__2_Batalion_Wsparcia,,resupply_detailed,30,8,30,8,,,,,,,,,,,,,,,,,,,,,,phase1 MULTI_TURN_START | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=4 | AFTER: fuel=3 combat=4,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.243928,,,Polska,RESUPPLY_OPERATION,,resupply_summary,,,,,,,,,,,,,,,,,,,,,,,,,,RESUPPLY_SUMMARY MULTI_TURN_START | TOTAL_PE_SPENT: 1 | UNITS_RESUPPLIED: 1/1 | BUDGET_ALLOCATED: 6 | PE_REMAINING: 11,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.291592,,target_selection,Polska,Z_Pluton__2_Batalion_Wsparcia,,target_analysis,,,,,32,6,,,,,,,,,,,,,,,,,,,,"Target analysis: 29 candidates, score 22.50",,29,22.5,2,,,,,,,,,False,,,,"(32, 6)",,,27,29,29,3,3
2025-09-14T13:56:50.298655,,,Polska,Z_Pluton__2_Batalion_Wsparcia,,second_move,,,32,6,,,,,,,,,,,,,,,,,,,,,,second_chance after MULTI_TURN_START,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.332393,,,Polska,RESUPPLY_NEEDS,,resupply_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS_ANALYSIS PRE_RAID_OPTIMIZATION | TOTAL_FUEL_NEEDED: 3 | TOTAL_COMBAT_NEEDED: 0 | TOTAL_PE_NEEDED: 3 | BUDGET_AVAILABLE: 5 | UNITS_REQUIRING_HELP: 2,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.334641,,,Polska,Z_Pluton__2_Batalion_Wsparcia,,resupply_detailed,32,6,32,6,,,,,,,,,,,,,,,,,,,,,,phase1 PRE_RAID_OPTIMIZATION | PE_SPENT: fuel=1 combat=0 total=1 | BEFORE: fuel=2 combat=4 | AFTER: fuel=3 combat=4,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.335637,,,Polska,RESUPPLY_OPERATION,,resupply_summary,,,,,,,,,,,,,,,,,,,,,,,,,,RESUPPLY_SUMMARY PRE_RAID_OPTIMIZATION | TOTAL_PE_SPENT: 1 | UNITS_RESUPPLIED: 1/2 | BUDGET_ALLOCATED: 5 | PE_REMAINING: 10,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.365787,,target_selection,Polska,Z_Pluton__2_Batalion_Wsparcia,,target_analysis,,,,,33,5,,,,,,,,,,,,,,,,,,,,"Target analysis: 29 candidates, score 22.50",,29,22.5,1,,,,,,,,,False,,,,"(33, 5)",,,28,29,29,2,3
2025-09-14T13:56:50.369700,,,Polska,Z_Pluton__2_Batalion_Wsparcia,,second_move,,,33,5,,,,,,,,,,,,,,,,,,,,,,second_chance after PRE_RAID_OPTIMIZATION,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.403006,,target_selection,Polska,Z_Pluton__2_Oddzia_Rozpoznawczy,,target_analysis,,,,,28,3,,,,,,,,,,,,,,,,,,,,"Target analysis: 29 candidates, score 22.50",,29,22.5,1,,,,,,,,,False,,,,"(28, 3)",,,27,29,29,8,3
2025-09-14T13:56:50.411113,,,Polska,Z_Pluton__2_Oddzia_Rozpoznawczy,,second_move,,,28,3,,,,,,,,,,,,,,,,,,,,,,second_chance after PRE_RAID_OPTIMIZATION,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.581944,,grouping,Polska,GROUP_1,,group_formation,24,-9,24,-8,24,-8,,,,,,,,,,,,,,,,,,,,"Group 1: 3 units, score 0.00",,,,,1,3,"24,-9",0.0,,,,False,,,,advanced,,,,,,,,
2025-09-14T13:56:50.581944,,grouping,Polska,GROUP_4,,group_formation,15,-7,15,-6,15,-6,,,,,,,,,,,,,,,,,,,,"Group 4: 1 units, score 0.00",,,,,4,1,"15,-7",0.0,,,,False,,,,advanced,,,,,,,,
2025-09-14T13:56:50.607919,,strategy,Polska,STRATEGY,,strategic_decision,,,,,,,,,,,,,,,,,,,,,,,,,,"Strategy: REASSIGNMENT, aggression 0.50, 4 groups, 0 reassignments",,,,,,,,,REASSIGNMENT,0.5,,,,,,adaptive,,0,dynamic_reassignment,,,,,
2025-09-14T13:56:50.639934,,strategy,Polska,STRATEGY,,strategic_decision,,,,,,,,,,,,,,,,,,,,,,,,,,"Strategy: REASSIGNMENT, aggression 0.50, 4 groups, 0 reassignments",,,,,,,,,REASSIGNMENT,0.5,,,,,,adaptive,,0,dynamic_reassignment,,,,,
2025-09-14T13:56:50.660749,,,Polska,TL_Kompania__2_Batalion_Pancerny,,adaptive_autonomous,24,-8,24,-8,,,,,,,,,,,,,,,,,,,,,,"Advanced auto mode: group 1 (strategy: TIED, aggr: 0.5)",,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.759367,,strategy,Polska,STRATEGY,,strategic_decision,,,,,,,,,,,,,,,,,,,,,,,,,,"Strategy: REASSIGNMENT, aggression 0.50, 1 groups, 0 reassignments",,,,,,,,,REASSIGNMENT,0.5,,,,,,adaptive,,0,dynamic_reassignment,,,,,
2025-09-14T13:56:50.790073,,target_selection,Polska,P_Pluton__2_Kompania_Grenadier_w,,target_analysis,,,,,27,5,,,,,,,,,,,,,,,,,,,,"Target analysis: 29 candidates, score -1.00",,29,-1,999,,,,,,,,,False,,,,,,,29,29,29,2,2
2025-09-14T13:56:50.798606,,,Polska,P_Pluton__2_Kompania_Grenadier_w,,adaptive_autonomous,27,5,27,5,,,,,,,,,,,,,,,,,,,,,,"Advanced auto mode: group 2 (strategy: TIED, aggr: 0.5)",,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.876054,,strategy,Polska,STRATEGY,,strategic_decision,,,,,,,,,,,,,,,,,,,,,,,,,,"Strategy: REASSIGNMENT, aggression 0.50, 1 groups, 0 reassignments",,,,,,,,,REASSIGNMENT,0.5,,,,,,adaptive,,0,dynamic_reassignment,,,,,
2025-09-14T13:56:50.900744,,target_selection,Polska,P_Kompania__2_Pu_k_Piechoty,,target_analysis,,,,,26,2,,,,,,,,,,,,,,,,,,,,"Target analysis: 29 candidates, score -1.00",,29,-1,999,,,,,,,,,False,,,,,,,29,29,29,2,2
2025-09-14T13:56:50.909021,,,Polska,P_Kompania__2_Pu_k_Piechoty,,adaptive_autonomous,26,2,26,2,,,,,,,,,,,,,,,,,,,,,,"Advanced auto mode: group 3 (strategy: TIED, aggr: 0.5)",,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.933707,,,Polska,TURN_END,,turn_summary,,,,,,,,,,,7,3,,,,,,,,,,,,advanced,opp=1;groups=4;adv=True,"Turn completed: 3/7 units moved, 4 groups (advanced)",,,,,,,,,,,,,,,,,,,,,,,,
2025-09-14T13:56:50.998623,,,Polska,TURN_START,,turn_begin,,,,,,,,,,,,,,,,,,,,,,,,,,AI Commander turn started for player 3,,,,,,,,,,,,,,,,,,,,,,,,
