timestamp,turn,nation,mode,groups,units_total,units_moved,moved_pct,opportunistic_captures,combats,retreats,deployments,resupply_attempts,resupply_successes,threatened_units,low_income_streak,econ_weight,vp_weight,artillery_units,artillery_shots,artillery_reaction_used,artillery_avg_shots,casualties_turn,new_units_turn,total_targets_analyzed,avg_target_score,targets_with_fallback,groups_without_targets,dynamic_reassignments,strategic_state,aggression_level,high_priority_targets,free_targets_captured,coordination_failures,memory_targets_used,tactical_resupply_calls,notes
2025-09-11T23:20:09.723421,,Niemcy,advanced,4,15,6,40.0,0,0,0,0,0,0,0,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:20:10.966894,,Niemcy,advanced,4,13,6,46.2,0,0,0,0,0,0,0,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:29:13.824342,,Niemcy,advanced,5,15,3,20.0,0,0,1,0,0,0,6,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:29:15.635093,,Niemcy,advanced,5,13,2,15.4,0,0,2,0,0,0,3,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:36:47.175959,,Niemcy,advanced,4,13,1,7.7,0,0,0,0,0,0,6,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:36:48.855051,,Niemcy,advanced,5,14,0,0.0,0,0,1,0,0,0,5,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:46:27.206794,,Niemcy,advanced,4,11,0,0.0,0,0,0,0,0,0,5,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:46:28.244666,,Niemcy,advanced,5,13,1,7.7,0,0,0,0,0,0,4,1,1.0,0.5,1,0,1,0.0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:54:20.463428,,Niemcy,advanced,4,9,2,22.2,0,0,0,0,0,0,3,1,1.0,0.5,1,0,0,0.0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-11T23:54:22.367551,,Niemcy,advanced,4,13,1,7.7,0,0,0,0,0,0,5,1,1.0,0.5,1,0,1,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
