timestamp,turn,nation,mode,groups,units_total,units_moved,moved_pct,opportunistic_captures,combats,retreats,deployments,resupply_attempts,resupply_successes,threatened_units,low_income_streak,econ_weight,vp_weight,artillery_units,artillery_shots,artillery_reaction_used,artillery_avg_shots,casualties_turn,new_units_turn,total_targets_analyzed,avg_target_score,targets_with_fallback,groups_without_targets,dynamic_reassignments,strategic_state,aggression_level,high_priority_targets,free_targets_captured,coordination_failures,memory_targets_used,tactical_resupply_calls,notes
2025-09-12T00:00:48.623839,,Niemcy,advanced,1,1,0,0.0,2,0,0,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:00:50.226534,,Niemcy,advanced,5,10,0,0.0,3,0,0,0,0,0,5,1,1.0,0.5,1,0,1,0.0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:03:39.335401,,Niemcy,advanced,1,1,0,0.0,0,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:03:40.981209,,Niemcy,advanced,5,10,0,0.0,3,0,0,0,0,0,3,1,1.0,0.5,1,0,1,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:06:52.168241,,Niemcy,advanced,1,1,0,0.0,0,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:06:53.601435,,Niemcy,advanced,4,10,0,0.0,2,0,1,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:09:18.592634,,Niemcy,advanced,1,1,1,100.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:09:19.574059,,Niemcy,advanced,3,7,1,14.3,2,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:12:26.809561,,Niemcy,advanced,1,1,1,100.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:12:28.094016,,Niemcy,advanced,4,8,0,0.0,0,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:14:37.782043,,Niemcy,advanced,1,1,1,100.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:14:38.328920,,Niemcy,advanced,4,7,0,0.0,1,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:17:33.785608,,Niemcy,advanced,1,1,1,100.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:17:34.202373,,Niemcy,advanced,3,6,1,16.7,1,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:20:41.371802,,Niemcy,advanced,1,1,0,0.0,0,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:20:41.646655,,Niemcy,advanced,3,5,1,20.0,0,0,1,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:24:18.596912,,Niemcy,advanced,1,1,1,100.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-12T00:24:18.750267,,Niemcy,advanced,2,2,1,50.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
