timestamp,nation,unit_id,action_type,from_q,from_r,to_q,to_r,reason
2025-08-28T19:55:25.787844,Polska,TURN_START,turn_begin,,,,,AI Commander turn started for player 2
2025-08-28T19:55:25.969441,Polska,AL_Kompania__2_Dywizjon_Artylerii,progressive_move,6,9,12,3,"Strategic move to (43, -14)"
2025-08-28T19:55:25.971365,Polska,AL_Kompania__2_Dywizjon_Artylerii,advanced_autonomous,6,9,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:25.995635,Polska,P_Pluton__2_Batalion_Strzelc_w,progressive_move,9,-4,12,-6,"Strategic move to (43, -14)"
2025-08-28T19:55:25.997640,Polska,P_Pluton__2_Batalion_Strzelc_w,advanced_autonomous,9,-4,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.024540,Polska,TL_Pluton__2_Pluton_Tankietek_20250703213014,progressive_move,16,0,21,-4,"Strategic move to (43, -14)"
2025-08-28T19:55:26.025593,Polska,TL_Pluton__2_Pluton_Tankietek_20250703213014,advanced_autonomous,16,0,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.042044,Polska,P_Pluton__2_Pu_k_Piechoty_20250703213008,progressive_move,18,-2,22,-6,"Strategic move to (43, -14)"
2025-08-28T19:55:26.043326,Polska,P_Pluton__2_Pu_k_Piechoty_20250703213008,advanced_autonomous,18,-2,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.055662,Polska,P_Kompania__2_Batalion_Strzelc_w,progressive_move,20,-8,24,-12,"Strategic move to (43, -14)"
2025-08-28T19:55:26.061645,Polska,P_Kompania__2_Batalion_Strzelc_w,advanced_autonomous,20,-8,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.076960,Polska,P_Pluton__2_Pu_k_Piechoty,progressive_move,21,3,25,-1,"Strategic move to (51, -12)"
2025-08-28T19:55:26.078270,Polska,P_Pluton__2_Pu_k_Piechoty,advanced_autonomous,21,3,51,-12,Advanced auto mode: group 2 to keypoint
2025-08-28T19:55:26.179204,Polska,AL_Batalion__2_Pu_k_Artylerii,progressive_move,8,-3,13,-3,"Strategic move to (51, -12)"
2025-08-28T19:55:26.179204,Polska,AL_Batalion__2_Pu_k_Artylerii,advanced_autonomous,8,-3,51,-12,Advanced auto mode: group 2 to keypoint
2025-08-28T19:55:26.201001,Polska,TL_Pluton__2_Pluton_Tankietek,progressive_move,9,-3,8,-3,"Strategic move to (51, -12)"
2025-08-28T19:55:26.212598,Polska,TL_Pluton__2_Pluton_Tankietek,advanced_autonomous,9,-3,51,-12,Advanced auto mode: group 2 to keypoint
2025-08-28T19:55:26.239710,Polska,P_Kompania__2_Pu_k_Piechoty,progressive_move,11,-1,15,-4,"Strategic move to (51, -12)"
2025-08-28T19:55:26.240816,Polska,P_Kompania__2_Pu_k_Piechoty,advanced_autonomous,11,-1,51,-12,Advanced auto mode: group 2 to keypoint
2025-08-28T19:55:26.253374,Polska,P_Batalion__2_Kompania_Grenadier_w_20250703213005,progressive_move,20,3,24,-1,"Strategic move to (51, -12)"
2025-08-28T19:55:26.254436,Polska,P_Batalion__2_Kompania_Grenadier_w_20250703213005,advanced_autonomous,20,3,51,-12,Advanced auto mode: group 2 to keypoint
2025-08-28T19:55:26.287708,Polska,AL_Pluton__2_Bateria_Artylerii,progressive_move,17,-1,23,-6,"Strategic move to (51, -13)"
2025-08-28T19:55:26.288712,Polska,AL_Pluton__2_Bateria_Artylerii,advanced_autonomous,17,-1,51,-13,Advanced auto mode: group 3 to keypoint
2025-08-28T19:55:26.309850,Polska,P_Batalion__2_Pu_k_Piechoty,progressive_move,23,-3,27,-6,"Strategic move to (51, -13)"
2025-08-28T19:55:26.312624,Polska,P_Batalion__2_Pu_k_Piechoty,advanced_autonomous,23,-3,51,-13,Advanced auto mode: group 3 to keypoint
2025-08-28T19:55:26.335509,Polska,TL_Kompania__2_Pluton_Tankietek,progressive_move,23,-7,27,-11,"Strategic move to (51, -13)"
2025-08-28T19:55:26.336309,Polska,TL_Kompania__2_Pluton_Tankietek,advanced_autonomous,23,-7,51,-13,Advanced auto mode: group 3 to keypoint
2025-08-28T19:55:26.363654,Polska,P_Batalion__2_Batalion_Strzelc_w,progressive_move,24,-8,30,-15,"Strategic move to (51, -13)"
2025-08-28T19:55:26.363654,Polska,P_Batalion__2_Batalion_Strzelc_w,advanced_autonomous,24,-8,51,-13,Advanced auto mode: group 3 to keypoint
2025-08-28T19:55:26.374715,Polska,P_Kompania__2_Batalion_Strzelc_w_20250703213012,progressive_move,23,-8,27,-12,"Strategic move to (51, -13)"
2025-08-28T19:55:26.379361,Polska,P_Kompania__2_Batalion_Strzelc_w_20250703213012,advanced_autonomous,23,-8,51,-13,Advanced auto mode: group 3 to keypoint
2025-08-28T19:55:26.391788,Polska,P_Batalion__2_Kompania_Grenadier_w,progressive_move,15,-7,19,-7,"Strategic move to (52, -13)"
2025-08-28T19:55:26.391788,Polska,P_Batalion__2_Kompania_Grenadier_w,advanced_autonomous,15,-7,52,-13,Advanced auto mode: group 4 to keypoint
2025-08-28T19:55:26.391788,Polska,TURN_END,turn_summary,,,,,"Turn completed: 16/16 units moved, 4 groups (advanced)"
2025-08-28T19:55:26.419771,Polska,TURN_START,turn_begin,,,,,AI Commander turn started for player 3
2025-08-28T19:55:26.441145,Polska,P_Batalion__3_Pu_k_Piechoty,progressive_move,13,15,17,11,"Strategic move to (43, -14)"
2025-08-28T19:55:26.441145,Polska,P_Batalion__3_Pu_k_Piechoty,advanced_autonomous,13,15,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.453895,Polska,AL_Batalion__3_Pu_k_Artylerii,progressive_move,16,19,19,16,"Strategic move to (43, -14)"
2025-08-28T19:55:26.453895,Polska,AL_Batalion__3_Pu_k_Artylerii,advanced_autonomous,16,19,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.470408,Polska,Z_Pluton__3_Kompania_Zaopatrzeniowa,progressive_move,16,20,20,16,"Strategic move to (43, -14)"
2025-08-28T19:55:26.471569,Polska,Z_Pluton__3_Kompania_Zaopatrzeniowa,advanced_autonomous,16,20,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.504930,Polska,TS_Kompania__3_Sam_Pancerny_Einheit,progressive_move,19,14,24,8,"Strategic move to (43, -14)"
2025-08-28T19:55:26.504930,Polska,TS_Kompania__3_Sam_Pancerny_Einheit,advanced_autonomous,19,14,43,-14,Advanced auto mode: group 1 to keypoint
2025-08-28T19:55:26.565096,Polska,P_Batalion__3_Batalion_Strzelc_w,progressive_move,20,13,27,7,"Strategic move to (43, -14)"
