timestamp,turn,nation,mode,groups,units_total,units_moved,moved_pct,opportunistic_captures,combats,retreats,deployments,resupply_attempts,resupply_successes,threatened_units,low_income_streak,econ_weight,vp_weight,artillery_units,artillery_shots,artillery_reaction_used,artillery_avg_shots,casualties_turn,new_units_turn,total_targets_analyzed,avg_target_score,targets_with_fallback,groups_without_targets,dynamic_reassignments,strategic_state,aggression_level,high_priority_targets,free_targets_captured,coordination_failures,memory_targets_used,tactical_resupply_calls,notes
2025-09-14T14:03:03.010375,,Polska,advanced,5,8,0,0.0,0,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:03:31.856661,,Niemcy,advanced,5,10,0,0.0,0,0,0,0,0,0,2,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,4,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:03:32.777336,,Niemcy,advanced,5,9,0,0.0,0,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:19.148840,,Polska,advanced,4,7,3,42.9,1,0,0,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:20.533055,,Polska,advanced,4,9,2,22.2,0,0,2,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:21.153401,,Niemcy,advanced,2,9,3,33.3,0,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:21.956805,,Niemcy,advanced,3,8,3,37.5,1,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:23.052365,,Polska,advanced,3,9,1,11.1,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:24.369673,,Polska,advanced,4,9,1,11.1,0,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:25.427249,,Niemcy,advanced,3,7,2,28.6,2,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:26.527076,,Niemcy,advanced,4,7,2,28.6,2,0,2,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:27.590828,,Polska,advanced,3,8,2,25.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:29.765705,,Polska,advanced,5,9,1,11.1,0,1,1,0,0,0,4,1,1.0,0.5,0,0,0,0,1,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:31.000847,,Niemcy,advanced,3,9,0,0.0,0,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:32.646764,,Niemcy,advanced,4,7,0,0.0,2,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:33.735606,,Polska,advanced,5,8,1,12.5,2,0,1,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:35.866278,,Polska,advanced,5,9,1,11.1,0,1,2,0,0,0,3,1,1.0,0.5,0,0,0,0,1,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:37.217128,,Niemcy,advanced,4,9,0,0.0,1,0,0,0,0,0,1,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:22:39.300383,,Niemcy,advanced,5,8,1,12.5,1,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:01.882291,,Polska,advanced,4,7,3,42.9,1,0,0,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:03.924821,,Polska,advanced,4,9,2,22.2,0,0,2,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:04.600650,,Niemcy,advanced,2,9,3,33.3,0,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:05.596240,,Niemcy,advanced,3,8,3,37.5,1,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:06.798789,,Polska,advanced,3,8,2,25.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:08.582239,,Polska,advanced,4,9,1,11.1,0,0,1,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:09.785250,,Niemcy,advanced,3,6,2,33.3,3,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:10.855757,,Niemcy,advanced,4,6,2,33.3,3,0,2,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:12.189684,,Polska,advanced,5,10,2,20.0,0,0,0,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:14.702420,,Polska,advanced,5,10,1,10.0,0,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:16.212845,,Niemcy,advanced,3,9,0,0.0,0,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:17.993552,,Niemcy,advanced,4,7,0,0.0,2,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:19.182209,,Polska,advanced,5,8,0,0.0,2,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:21.419833,,Polska,advanced,5,10,0,0.0,0,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:22.886476,,Niemcy,advanced,4,7,1,14.3,2,1,0,0,0,0,1,1,1.0,0.5,2,0,0,0.0,1,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:24.594858,,Niemcy,advanced,5,7,0,0.0,2,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,5,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:25.718472,,Polska,advanced,5,9,0,0.0,1,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:28.398339,,Polska,advanced,5,10,2,20.0,0,1,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:29.889220,,Niemcy,advanced,5,8,1,12.5,0,0,0,0,0,0,2,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:31.223807,,Niemcy,advanced,5,7,1,14.3,1,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:32.177128,,Polska,advanced,5,9,2,22.2,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:34.209383,,Polska,advanced,5,8,0,0.0,1,1,0,0,0,0,7,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:35.269711,,Niemcy,advanced,4,7,0,0.0,2,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:36.836812,,Niemcy,advanced,4,7,1,14.3,1,0,4,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:37.749516,,Polska,advanced,5,10,0,0.0,0,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:39.776053,,Polska,advanced,5,9,0,0.0,0,1,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:40.905200,,Niemcy,advanced,3,7,3,42.9,2,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:44.448014,,Niemcy,advanced,4,6,0,0.0,1,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:45.243375,,Polska,advanced,5,8,0,0.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:47.260196,,Polska,advanced,5,9,0,0.0,0,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:48.862107,,Niemcy,advanced,5,8,0,0.0,1,1,1,0,0,0,1,1,1.0,0.5,2,1,0,0.5,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:50.711830,,Niemcy,advanced,4,6,0,0.0,1,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:52.110866,,Polska,advanced,5,8,0,0.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:54.414836,,Polska,advanced,4,8,0,0.0,1,1,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:55.889212,,Niemcy,advanced,5,9,0,0.0,0,1,0,0,0,0,3,1,1.0,0.5,2,1,0,0.5,1,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:25:57.152011,,Niemcy,advanced,5,6,0,0.0,0,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,4,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:55:58.144808,,Polska,advanced,4,7,3,42.9,1,0,0,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:55:59.597203,,Polska,advanced,4,9,2,22.2,0,0,2,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:00.427798,,Niemcy,advanced,2,9,3,33.3,0,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:01.096794,,Niemcy,advanced,3,8,3,37.5,1,0,1,0,0,0,1,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:02.315531,,Polska,advanced,3,8,2,25.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:04.151933,,Polska,advanced,4,9,1,11.1,0,0,1,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:05.400085,,Niemcy,advanced,3,7,2,28.6,2,0,0,0,0,0,0,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:06.268652,,Niemcy,advanced,4,7,2,28.6,2,0,2,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:07.572092,,Polska,advanced,5,10,2,20.0,0,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:09.638677,,Polska,advanced,5,10,1,10.0,0,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:11.332494,,Niemcy,advanced,4,9,0,0.0,1,0,0,0,0,0,1,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:12.800597,,Niemcy,advanced,4,6,0,0.0,3,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:14.227754,,Polska,advanced,5,8,0,0.0,2,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:16.284206,,Polska,advanced,5,10,0,0.0,0,0,2,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:18.007106,,Niemcy,advanced,5,10,1,10.0,0,0,0,0,0,0,1,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:19.167981,,Niemcy,advanced,5,8,1,12.5,1,0,0,0,0,0,3,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:20.283782,,Polska,advanced,5,9,0,0.0,1,0,0,0,0,0,2,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:23.045588,,Polska,advanced,5,10,3,30.0,0,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:24.971792,,Niemcy,advanced,5,8,1,12.5,1,1,0,0,0,0,2,1,1.0,0.5,2,1,0,0.5,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:26.309126,,Niemcy,advanced,5,8,0,0.0,1,1,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:27.710396,,Polska,advanced,5,9,0,0.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:29.563037,,Polska,advanced,5,8,0,0.0,0,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:31.245225,,Niemcy,advanced,5,10,0,0.0,0,0,0,0,0,0,2,1,1.0,0.5,2,0,0,0.0,0,0,0,0,0,5,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
