timestamp,nation,unit_id,action_type,from_q,from_r,to_q,to_r,reason
2025-08-25T22:33:56.363728,Test,TURN_START,turn_begin,,,,,AI Commander turn started for player None
2025-08-25T23:02:55.013880,Niemcy,german_tank,combat,5,5,6,5,Attack enemy polish_infantry
2025-08-25T23:02:55.013880,Niemcy,german_panzer,combat,5,5,6,5,Attack enemy polish_infantry
2025-08-25T23:12:34.848338,Polska,TURN_START,turn_begin,,,,,AI Commander turn started for player 2
2025-08-25T23:12:34.893098,Polska,PL_CAV_02,combat,7,6,7,7,Attack enemy GE_INF_01
2025-08-25T23:12:34.897965,Polska,TURN_END,turn_summary,,,,,Turn completed: 0/2 units moved
2025-08-25T23:12:34.900533,Polska,PL_TANK_01,combat,5,5,6,5,Attack enemy GE_INF_01
2025-08-25T23:14:11.854593,Polska,TURN_START,turn_begin,,,,,AI Commander turn started for player 2
2025-08-25T23:14:11.895446,Polska,AL_Kompania__2_Dywizjon_Artylerii,move_partial,6,9,7,3,"Partial path to target (16, -7) (MP limited)"
2025-08-25T23:14:11.895446,Polska,AL_Kompania__2_Dywizjon_Artylerii,tactical_move,6,9,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.909984,Polska,P_Pluton__2_Batalion_Strzelc_w,move_partial,9,-4,13,-6,"Partial path to target (16, -7) (MP limited)"
2025-08-25T23:14:11.911989,Polska,P_Pluton__2_Batalion_Strzelc_w,tactical_move,9,-4,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.921254,Polska,TL_Pluton__2_Pluton_Tankietek_20250703213014,move_partial,16,0,16,-5,"Partial path to target (16, -7) (MP limited)"
2025-08-25T23:14:11.922325,Polska,TL_Pluton__2_Pluton_Tankietek_20250703213014,tactical_move,16,0,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.935076,Polska,P_Pluton__2_Pu_k_Piechoty_20250703213008,move_partial,18,-2,16,-4,"Partial path to target (16, -7) (MP limited)"
2025-08-25T23:14:11.936104,Polska,P_Pluton__2_Pu_k_Piechoty_20250703213008,tactical_move,18,-2,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.946478,Polska,P_Kompania__2_Batalion_Strzelc_w,move_full,20,-8,16,-7,"Full path to target (16, -7)"
2025-08-25T23:14:11.947576,Polska,P_Kompania__2_Batalion_Strzelc_w,tactical_move,20,-8,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.956712,Polska,P_Pluton__2_Pu_k_Piechoty,move_partial,21,3,18,2,"Partial path to target (16, -8) (MP limited)"
2025-08-25T23:14:11.957709,Polska,P_Pluton__2_Pu_k_Piechoty,tactical_move,21,3,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.970358,Polska,AL_Batalion__2_Pu_k_Artylerii,move_partial,8,-3,13,-5,"Partial path to target (16, -8) (MP limited)"
2025-08-25T23:14:11.970358,Polska,AL_Batalion__2_Pu_k_Artylerii,tactical_move,8,-3,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.980518,Polska,TL_Pluton__2_Pluton_Tankietek,move_partial,9,-3,12,-6,"Partial path to target (16, -8) (MP limited)"
2025-08-25T23:14:11.981533,Polska,TL_Pluton__2_Pluton_Tankietek,tactical_move,9,-3,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:11.987576,Polska,P_Kompania__2_Pu_k_Piechoty,move_partial,11,-1,14,-5,"Partial path to target (16, -8) (MP limited)"
2025-08-25T23:14:11.988589,Polska,P_Kompania__2_Pu_k_Piechoty,tactical_move,11,-1,15,-7,SECURE_KEYPOINT mission
2025-08-25T23:14:12.000628,Polska,P_Batalion__2_Kompania_Grenadier_w_20250703213005,move_partial,20,3,16,3,"Partial path to target (16, -8) (MP limited)"
2025-08-25T23:14:12.000628,Polska,P_Batalion__2_Kompania_Grenadier_w_20250703213005,tactical_move,20,3,15,-7,SECURE_KEYPOINT mission
