data_czas,tura,nacja,opoznienie_decyzji_ms,wykonane_obliczenia,uzyte_algorytmy,zuzycie_pamieci_mb,wykorzystanie_cpu_proc,glebokosc_drzewa_decyzji,ocenione_alternatywy,iteracje_optymalizacji,pewnosc_ai,zastosowana_szybkosc_uczenia,obecna_dokladnosc_modelu,wskaznik_sukcesu_przewidywan,wyzwolone_zachowanie_adaptacyjne,proby_odzyskania_po_bledzie,wskaznik_stabilnosci_systemu
2025-09-17 21:54:49,,Polska,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,42.9,False,0,1.0
2025-09-17 21:54:50,,Polska,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,22.2,False,0,1.0
2025-09-17 21:54:51,,Niemcy,N/A,0,turn_summary,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,33.3,False,0,1.0
2025-09-17 21:54:52,,Niemcy,N/A,0,turn_summary,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,60.0,False,0,1.0
2025-09-17 21:54:53,,Polska,N/A,0,turn_summary,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,25.0,False,0,1.0
2025-09-17 21:54:55,,Polska,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,11.1,False,0,1.0
2025-09-17 21:54:56,,Niemcy,N/A,0,turn_summary,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,16.7,False,0,1.0
2025-09-17 21:54:58,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,25.0,False,0,1.0
2025-09-17 21:55:00,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,12.5,False,0,1.0
2025-09-17 21:55:02,,Polska,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:04,,Niemcy,N/A,0,turn_summary,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,11.1,False,0,1.0
2025-09-17 21:55:06,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:08,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:10,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,10.0,False,0,1.0
2025-09-17 21:55:12,,Niemcy,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:13,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
