timestamp,component,level,message,context
2025-10-01T00:03:54,COMMANDER,INFO,Start tury komendanta,"{""commander_id"": 2, ""nation"": ""Polska"", ""tokens"": 10, ""budget"": 28}"
2025-10-01T00:03:54,COMMANDER,DEBUG,Plan przydziału PE,"{""commander_id"": 2, ""token_count"": 10, ""share_per_token"": 2, ""budget"": 28}"
2025-10-01T00:03:54,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""TL_Kompania__2_Batalion_Pancerny"", ""allocated_pe"": 2, ""token_position_q"": 24, ""token_position_r"": -9}"
2025-10-01T00:03:55,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""TL_Kompania__2_Batalion_Pancerny"", ""allocated_pe"": 2, ""spent_pe"": 1, ""refunded_pe"": 1}"
2025-10-01T00:03:55,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""P_Batalion__2_Batalion_Strzelc_w"", ""allocated_pe"": 2, ""token_position_q"": 25, ""token_position_r"": -9}"
2025-10-01T00:03:55,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""P_Batalion__2_Batalion_Strzelc_w"", ""allocated_pe"": 2, ""spent_pe"": 1, ""refunded_pe"": 1}"
2025-10-01T00:03:55,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""P_Batalion__2_Batalion_Strzelc_w_20250913214005"", ""allocated_pe"": 2, ""token_position_q"": 25, ""token_position_r"": -8}"
2025-10-01T00:03:55,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""P_Batalion__2_Batalion_Strzelc_w_20250913214005"", ""allocated_pe"": 2, ""spent_pe"": 1, ""refunded_pe"": 1}"
2025-10-01T00:03:55,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""P_Pluton__2_Kompania_Grenadier_w"", ""allocated_pe"": 2, ""token_position_q"": 25, ""token_position_r"": 5}"
2025-10-01T00:03:55,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""P_Pluton__2_Kompania_Grenadier_w"", ""allocated_pe"": 2, ""spent_pe"": 1, ""refunded_pe"": 1}"
2025-10-01T00:03:55,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""Z_Pluton__2_Batalion_Wsparcia"", ""allocated_pe"": 2, ""token_position_q"": 27, ""token_position_r"": 4}"
2025-10-01T00:03:55,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""Z_Pluton__2_Batalion_Wsparcia"", ""allocated_pe"": 2, ""spent_pe"": 1, ""refunded_pe"": 1}"
