timestamp,component,level,message,context
2025-10-04T22:02:35,COMMANDER,INFO,Start tury komendanta,"{""commander_id"": 2, ""nation"": ""Polska"", ""tokens"": 2, ""budget"": 11}"
2025-10-04T22:02:35,COMMANDER,DEBUG,Plan przydziału PE,"{""commander_id"": 2, ""token_count"": 2, ""share_per_token"": 5, ""budget"": 11}"
2025-10-04T22:02:35,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""Z_Pluton__2_Kompania_Zaopatrzeniowa"", ""allocated_pe"": 5, ""token_position_q"": 23, ""token_position_r"": -7}"
2025-10-04T22:02:35,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""Z_Pluton__2_Kompania_Zaopatrzeniowa"", ""allocated_pe"": 5, ""spent_pe"": 3, ""refunded_pe"": 2}"
2025-10-04T22:02:35,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 2, ""token_id"": ""P_Batalion__2_Pu_k_Piechoty"", ""allocated_pe"": 5, ""token_position_q"": 24, ""token_position_r"": -8}"
2025-10-04T22:02:35,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 2, ""token_id"": ""P_Batalion__2_Pu_k_Piechoty"", ""allocated_pe"": 5, ""spent_pe"": 2, ""refunded_pe"": 3}"
2025-10-04T22:02:35,COMMANDER,INFO,Zbiorcze podsumowanie tury,"{""commander_id"": 2, ""allocated_total"": 10, ""spent_total"": 5, ""refunded_total"": 5, ""unassigned_total"": 1}"
2025-10-04T22:02:35,COMMANDER,INFO,Koniec tury komendanta,"{""commander_id"": 2, ""spent"": 5, ""remaining"": 6, ""token_share"": 5, ""tokens"": 2}"
2025-10-04T22:02:35,COMMANDER,INFO,Start tury komendanta,"{""commander_id"": 3, ""nation"": ""Polska"", ""tokens"": 2, ""budget"": 10}"
2025-10-04T22:02:35,COMMANDER,DEBUG,Plan przydziału PE,"{""commander_id"": 3, ""token_count"": 2, ""share_per_token"": 5, ""budget"": 10}"
2025-10-04T22:02:35,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 3, ""token_id"": ""P_Pluton__3_Kompania_Grenadier_w"", ""allocated_pe"": 5, ""token_position_q"": 32, ""token_position_r"": 6}"
2025-10-04T22:02:35,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 3, ""token_id"": ""P_Pluton__3_Kompania_Grenadier_w"", ""allocated_pe"": 5, ""spent_pe"": 2, ""refunded_pe"": 3}"
2025-10-04T22:02:35,COMMANDER,DEBUG,Przydział żetonowi,"{""commander_id"": 3, ""token_id"": ""Z_Pluton__3_Kompania_Zaopatrzeniowa_20251004090826"", ""allocated_pe"": 5, ""token_position_q"": 33, ""token_position_r"": 5}"
2025-10-04T22:02:35,COMMANDER,INFO,Podsumowanie żetonu,"{""commander_id"": 3, ""token_id"": ""Z_Pluton__3_Kompania_Zaopatrzeniowa_20251004090826"", ""allocated_pe"": 5, ""spent_pe"": 4, ""refunded_pe"": 1}"
2025-10-04T22:02:35,COMMANDER,INFO,Zbiorcze podsumowanie tury,"{""commander_id"": 3, ""allocated_total"": 10, ""spent_total"": 6, ""refunded_total"": 4, ""unassigned_total"": 0}"
2025-10-04T22:02:35,COMMANDER,INFO,Koniec tury komendanta,"{""commander_id"": 3, ""spent"": 6, ""remaining"": 4, ""token_share"": 5, ""tokens"": 2}"
2025-10-04T22:02:44,COMMANDER,INFO,Start tury komendanta,"{""commander_id"": 5, ""nation"": ""Niemcy"", ""tokens"": 2, ""budget"": 47}"
2025-10-04T22:02:44,COMMANDER,DEBUG,Plan przydziału PE,"{""commander_id"": 5, ""token_count"": 2, ""share_per_token"": 23, ""budget"": 47}"
