timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,vp_own,vp_enemy,vp_status
2025-08-24T21:46:23.717638,,Niemcy,74,17,16,33,41,COMBO,0,0,0
2025-08-24T21:46:24.524461,,Niemcy,126,30,26,56,70,COMBO,0,0,0
2025-08-24T21:46:25.743291,,Niemcy,86,51,0,51,35,ALLOCATE,0,0,0
2025-08-24T21:46:27.310757,,Niemcy,46,27,0,27,19,ALLOCATE,0,0,0
2025-08-24T21:46:29.428084,,Niemcy,56,33,0,33,23,ALLOCATE,0,0,0
2025-08-24T21:46:31.123353,,Niemcy,118,70,0,70,48,ALLOCATE,0,0,0
2025-08-24T21:46:32.953101,,Niemcy,88,52,0,52,36,ALLOCATE,0,0,0
2025-08-24T21:46:34.709385,,Niemcy,133,79,0,79,54,ALLOCATE,0,0,0
2025-08-24T21:46:36.466352,,Niemcy,125,75,0,75,50,ALLOCATE,0,0,0
