timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,vp_own,vp_enemy,vp_status
2025-08-24T21:58:52.760421,,Niemcy,31,0,0,0,31,HOLD,0,0,0
2025-08-24T21:58:53.774824,,Niemcy,99,23,16,39,60,COMBO,0,0,0
2025-08-24T21:58:55.017426,,Niemcy,162,67,0,67,95,COMBO,0,0,0
2025-08-24T21:58:56.776511,,Niemcy,101,60,0,60,41,ALLOCATE,0,0,0
2025-08-24T21:58:58.723880,,Niemcy,121,72,0,72,49,ALLOCATE,0,0,0
2025-08-24T21:59:01.003901,,Niemcy,52,31,0,31,21,ALLOCATE,0,0,0
2025-08-24T21:59:02.855192,,Niemcy,83,49,0,49,34,ALLOCATE,0,0,0
2025-08-24T21:59:04.892350,,Niemcy,124,74,0,74,50,ALLOCATE,0,0,0
2025-08-24T21:59:06.864660,,Niemcy,144,60,0,60,84,COMBO,0,0,0
