timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,vp_own,vp_enemy,vp_status
2025-08-24T21:56:28.137714,,Niemcy,18,0,0,0,18,HOLD,0,0,0
2025-08-24T21:56:29.188149,,Niemcy,117,27,26,53,64,COMBO,0,0,0
2025-08-24T21:56:30.661373,,Niemcy,119,71,0,71,48,ALLOCATE,0,0,0
2025-08-24T21:56:32.347227,,Niemcy,146,61,0,61,85,COMBO,0,0,0
2025-08-24T21:56:34.219664,,Niemcy,196,82,16,98,98,COMBO,0,0,0
2025-08-24T21:56:35.954743,,Niemcy,184,76,16,92,92,COMBO,0,0,0
2025-08-24T21:56:37.800300,,Niemcy,101,60,0,60,41,ALLOCATE,0,0,0
2025-08-24T21:56:39.640016,,Niemcy,115,69,0,69,46,ALLOCATE,0,0,0
2025-08-24T21:56:41.716234,,Niemcy,79,47,0,47,32,ALLOCATE,0,0,0
