timestamp,turn,hex_id,kp_type,kp_value_start,kp_controlled_by,kp_income_generated,kp_value_end
2025-08-26T19:08:41.320297,,"51,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"51,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"52,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"50,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"51,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"50,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"9,-4",miasto,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:41.320297,,"15,-7",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"51,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"51,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"52,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"50,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"51,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"50,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"9,-4",miasto,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:44.341172,,"15,-7",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"51,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"51,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"52,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"50,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"51,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"50,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"9,-4",miasto,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:46.163281,,"15,-7",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"51,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"51,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"52,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"50,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"51,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"50,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"9,-4",miasto,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-26T19:08:46.831345,,"15,-7",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"51,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"51,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"52,-13",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"50,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"51,-11",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"50,-12",miasto,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-26T19:08:48.047582,,"9,-4",miasto,0,Neutral,0,0
