timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,vp_own,vp_enemy,vp_status
2025-08-25T23:22:26.218889,,Niemcy,75,18,16,34,41,COMBO,0,0,0
2025-08-25T23:22:29.176594,,Niemcy,135,32,26,58,77,COMBO,0,0,0
2025-08-25T23:22:32.647522,,Niemcy,170,40,26,66,104,COMBO,0,0,0
2025-08-25T23:22:36.686056,,Niemcy,189,45,44,89,100,COMBO,0,0,0
2025-08-25T23:22:40.938168,,Niemcy,193,46,46,92,101,COMBO,0,0,0
2025-08-25T23:22:44.645347,,Niemcy,219,52,51,103,116,COMBO,0,0,0
2025-08-25T23:22:48.673014,,Niemcy,173,41,41,82,91,COMBO,0,0,0
2025-08-25T23:22:52.598740,,Niemcy,202,48,46,94,108,COMBO,0,0,0
2025-08-25T23:22:56.619125,,Niemcy,153,36,26,62,91,COMBO,0,0,0
