timestamp,turn,hex_id,kp_type,kp_value_start,kp_controlled_by,kp_income_generated,kp_value_end
2025-08-24T22:01:03.047855,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"9,-4",miasto,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:03.047855,,"15,-7",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"9,-4",miasto,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:04.043205,,"15,-7",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"9,-4",miasto,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:05.330283,,"15,-7",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"9,-4",miasto,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:07.227601,,"15,-7",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"9,-4",miasto,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:10.952441,,"15,-7",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"9,-4",miasto,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"15,6",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"28,3",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"27,4",węzeł komunikacyjny,0,Neutral,0,0
2025-08-24T22:01:12.932917,,"15,-7",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"51,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"51,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"52,-13",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"50,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"51,-11",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"50,-12",miasto,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"43,-14",fortyfikacja,0,Neutral,0,0
2025-08-24T22:01:14.816649,,"9,-4",miasto,0,Neutral,0,0
