timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,vp_own,vp_enemy,vp_status
2025-08-26T15:23:52.315832,,Niemcy,37,0,0,0,37,HOLD,0,0,0
2025-08-26T15:23:53.199852,,Niemcy,124,0,0,0,124,COMBO,0,0,0
