timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,vp_own,vp_enemy,vp_status
2025-08-26T19:11:51.502705,,Niemcy,26,0,0,0,26,HOLD,0,0,0
2025-08-26T19:11:53.967352,,Niemcy,52,0,26,26,26,PURCHASE,0,0,0
2025-08-26T19:11:55.139415,,Niemcy,53,31,0,31,22,ALLOCATE,0,0,0
2025-08-26T19:11:55.722320,,Niemcy,76,45,0,45,31,ALLOCATE,0,0,0
2025-08-26T19:11:56.687487,,Niemcy,53,31,0,31,22,ALLOCATE,0,0,0
2025-08-26T19:11:57.271630,,Niemcy,118,70,0,70,48,ALLOCATE,0,0,0
2025-08-26T19:11:57.818135,,Niemcy,122,73,0,73,49,ALLOCATE,0,0,0
2025-08-26T19:11:58.591445,,Niemcy,129,30,26,56,73,COMBO,0,0,0
2025-08-26T19:11:59.288640,,Niemcy,182,76,16,92,90,COMBO,0,0,0
