timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-09-15T23:51:22,Polska,HOLD,7,7,0,0,econ<MIN_BUY,"{""econ"": 7, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-09-15T23:51:24,Niemcy,COMBO,98,75,23,0,strategic_combo_ROZWÓJ,"{""econ"": 98, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 39, ""purchase_budget"": 39}"
2025-09-15T23:51:26,Polska,COMBO,111,85,26,0,strategic_combo_ROZWÓJ,"{""econ"": 111, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 44, ""purchase_budget"": 44}"
2025-09-15T23:51:29,Niemcy,COMBO,177,135,42,0,strategic_combo_ROZWÓJ,"{""econ"": 177, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 70, ""purchase_budget"": 70}"
2025-09-15T23:51:32,Polska,COMBO,133,102,31,0,strategic_combo_ROZWÓJ,"{""econ"": 133, ""own_units"": 20, ""low_fuel_ratio"": 0.15, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 53, ""purchase_budget"": 53}"
2025-09-15T23:51:34,Niemcy,COMBO,251,176,75,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 251, ""own_units"": 20, ""low_fuel_ratio"": 0.7, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 125, ""purchase_budget"": 87}"
2025-09-15T23:51:37,Polska,COMBO,163,115,48,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 163, ""own_units"": 20, ""low_fuel_ratio"": 0.3, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 81, ""purchase_budget"": 57}"
2025-09-15T23:51:40,Niemcy,COMBO,326,229,97,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 326, ""own_units"": 20, ""low_fuel_ratio"": 0.6, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 163, ""purchase_budget"": 114}"
2025-09-15T23:51:43,Polska,COMBO,224,157,67,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 224, ""own_units"": 20, ""low_fuel_ratio"": 0.4, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 112, ""purchase_budget"": 78}"
2025-09-15T23:51:47,Niemcy,COMBO,322,226,96,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 322, ""own_units"": 20, ""low_fuel_ratio"": 0.9, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 161, ""purchase_budget"": 112}"
