timestamp,issue_type,unit_id,garrison_hex,unit_mp,unit_fuel,unit_position,distance_to_garrison,pathfinding_failed,target_blocked,threat_level,kp_value,available_units,details
2025-09-11T23:29:12.502943,NO_MOVEMENT_POINTS,P_Batalion__5_Sch_tzen_Kompanie,"35,-4",0,0,"34,-6",3,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.506730,NO_FUEL,P_Batalion__5_Sch_tzen_Kompanie,"35,-4",0,0,"34,-6",3,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.506730,NO_MOVEMENT_POINTS,P_Pluton__5_Grenadier_Bataillon_20250907191834,"35,-4",0,0,"34,-4",1,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.506730,NO_FUEL,P_Pluton__5_Grenadier_Bataillon_20250907191834,"35,-4",0,0,"34,-4",1,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.511403,NO_MOVEMENT_POINTS,P_Pluton__5_Grenadier_Bataillon,"35,-4",0,0,"32,-1",3,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.514504,NO_FUEL,P_Pluton__5_Grenadier_Bataillon,"35,-4",0,0,"32,-1",3,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.515506,NO_MOVEMENT_POINTS,P_Batalion__5_Infanterie_Regiment,"35,-4",0,0,"35,-15",11,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.517540,NO_FUEL,P_Batalion__5_Infanterie_Regiment,"35,-4",0,0,"35,-15",11,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.518920,NO_MOVEMENT_POINTS,P_Batalion__5_Infanterie_Regiment_20250907191829,"35,-4",0,0,"37,-16",12,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.519920,NO_FUEL,P_Batalion__5_Infanterie_Regiment_20250907191829,"35,-4",0,0,"37,-16",12,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.520919,NO_MOVEMENT_POINTS,AL_Batalion__5_Artillerie_Abteilung,"35,-4",0,0,"36,-16",12,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.521916,NO_FUEL,AL_Batalion__5_Artillerie_Abteilung,"35,-4",0,0,"36,-16",12,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.522913,NO_MOVEMENT_POINTS,Z_Pluton__5_Versorgungs_Kompanie,"35,-4",0,0,"38,-16",12,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.523920,NO_FUEL,Z_Pluton__5_Versorgungs_Kompanie,"35,-4",0,0,"38,-16",12,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-11T23:29:12.525398,NO_MOVEMENT_POINTS,TL_Kompania__5_Panzer_Abteilung,"35,-4",0,0,"37,-14",10,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-11T23:29:12.526423,NO_FUEL,TL_Kompania__5_Panzer_Abteilung,"35,-4",0,0,"37,-14",10,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
