timestamp,turn,nation,decision,rule_used,low_fuel_ratio,game_phase,total_units,commanders_count,reasoning,context
2025-09-17T21:54:48.046357,,Polska,HOLD,econ<MIN_BUY,0.0,0.1,20,2,Za mało punktów – oszczędzam | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.0, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-17T21:54:52.234063,,Polska,COMBO,strategic_combo_ROZWÓJ,0.05,0.1,20,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.05, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-17T21:54:58.665175,,Polska,COMBO,strategic_combo_ROZWÓJ,0.2,0.1,20,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.2, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-17T21:55:06.642811,,Polska,COMBO,strategic_combo_ROZWÓJ,0.25,0.1,20,2,Strategia ROZWÓJ – kombinacja alokacji i zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 20, ""fuel_ratio"": 0.25, ""phase"": ""WCZESNA"", ""vp_situation"": ""REMIS""}"
2025-09-17T21:55:13.930744,,Polska,COMBO,strategic_combo_KRYZYS_PALIWA,0.3684210526315789,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.3684210526315789, ""phase"": ""WCZESNA"", ""vp_situation"": ""PRZEGRYWAMY""}"
2025-09-17T21:55:19.895617,,Polska,COMBO,strategic_combo_KRYZYS_PALIWA,0.5263157894736842,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.5263157894736842, ""phase"": ""WCZESNA"", ""vp_situation"": ""PRZEGRYWAMY""}"
2025-09-17T21:55:25.819524,,Polska,COMBO,strategic_combo_KRYZYS_PALIWA,0.42105263157894735,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.42105263157894735, ""phase"": ""WCZESNA"", ""vp_situation"": ""PRZEGRYWAMY""}"
2025-09-17T21:55:32.173906,,Polska,COMBO,strategic_combo_KRYZYS_PALIWA,0.7368421052631579,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.7368421052631579, ""phase"": ""WCZESNA"", ""vp_situation"": ""PRZEGRYWAMY""}"
2025-09-17T21:55:38.372242,,Polska,COMBO,strategic_combo_KRYZYS_PALIWA,0.631578947368421,0.1,19,2,Strategia KRYZYS PALIWA – priorytet uzupełnień + minimum zakupów | Faza: BUILD (rozbudowa armii),"{""units"": 19, ""fuel_ratio"": 0.631578947368421, ""phase"": ""WCZESNA"", ""vp_situation"": ""PRZEGRYWAMY""}"
