timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-09-19T23:06:10,Niemcy,PURCHASE,53,53,0,0,strategic_purchase_ROZWÓJ,"{""econ"": 53, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_purchase_ROZWÓJ""}"
2025-09-19T23:06:17,Niemcy,COMBO,133,102,31,0,strategic_combo_ROZWÓJ,"{""econ"": 133, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 53, ""purchase_budget"": 53}"
2025-09-19T23:06:27,Niemcy,COMBO,222,156,66,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 222, ""own_units"": 20, ""low_fuel_ratio"": 0.45, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 111, ""purchase_budget"": 77}"
2025-09-19T23:06:34,Niemcy,COMBO,313,238,75,0,strategic_combo_ROZWÓJ,"{""econ"": 313, ""own_units"": 19, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 125, ""purchase_budget"": 125}"
2025-09-19T23:06:45,Niemcy,COMBO,318,223,95,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 318, ""own_units"": 19, ""low_fuel_ratio"": 0.684, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 159, ""purchase_budget"": 111}"
2025-09-19T23:06:55,Niemcy,COMBO,314,220,94,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 314, ""own_units"": 19, ""low_fuel_ratio"": 0.895, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 157, ""purchase_budget"": 109}"
2025-09-19T23:07:08,Niemcy,COMBO,330,231,99,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 330, ""own_units"": 19, ""low_fuel_ratio"": 0.737, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 165, ""purchase_budget"": 115}"
2025-09-19T23:07:25,Niemcy,COMBO,344,241,103,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 344, ""own_units"": 19, ""low_fuel_ratio"": 0.842, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 172, ""purchase_budget"": 120}"
2025-09-19T23:07:38,Niemcy,COMBO,285,200,85,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 285, ""own_units"": 19, ""low_fuel_ratio"": 0.789, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 142, ""purchase_budget"": 99}"
2025-09-19T23:08:38,Niemcy,COMBO,249,175,74,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 249, ""own_units"": 19, ""low_fuel_ratio"": 0.737, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 124, ""purchase_budget"": 87}"
