timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,action,orders_issued,low_fuel_ratio,total_units,allocate_budget,purchase_budget,econ_after,vp_own,vp_enemy,vp_status
2025-09-19T23:06:10.073105,,Niemcy,53,0,0,0,53,PURCHASE,PURCHASE,0,0.0,20,0,0,53,0,0,0
2025-09-19T23:06:17.939665,,Niemcy,133,31,0,31,102,COMBO,COMBO,0,0.05,20,0,0,102,0,0,0
2025-09-19T23:06:27.212636,,Niemcy,222,66,0,66,156,COMBO,COMBO,0,0.45,20,0,0,156,0,0,0
2025-09-19T23:06:34.989595,,Niemcy,313,75,0,75,238,COMBO,COMBO,0,0.0,19,0,0,238,0,0,0
2025-09-19T23:06:45.232546,,Niemcy,318,95,0,95,223,COMBO,COMBO,0,0.6842105263157895,19,0,0,223,0,0,0
2025-09-19T23:06:55.981142,,Niemcy,314,94,0,94,220,COMBO,COMBO,0,0.8947368421052632,19,0,0,220,0,0,0
2025-09-19T23:07:08.095509,,Niemcy,330,99,0,99,231,COMBO,COMBO,0,0.7368421052631579,19,0,0,231,0,0,0
2025-09-19T23:07:25.879975,,Niemcy,344,103,0,103,241,COMBO,COMBO,0,0.8421052631578947,19,0,0,241,0,0,0
2025-09-19T23:07:38.619334,,Niemcy,285,85,0,85,200,COMBO,COMBO,0,0.7894736842105263,19,0,0,200,0,0,0
2025-09-19T23:08:38.344965,,Niemcy,249,74,0,74,175,COMBO,COMBO,0,0.7368421052631579,19,0,0,175,0,0,0
