data_czas,tura,korelacja_id,nacja,atakujacy_id,broniacy_id,atak_cv_przed,atak_cv_po,obr_cv_przed,obr_cv_po,wynik_walki,hex_q,hex_r,notatki
2025-09-19 23:10:15,N/A,combat:P_Batalion__6_Infanterie_Regiment:X,Niemcy,P_Batalion__6_Infanterie_Regiment,Z_Kompania__3_Kompania_Zaopatrzeniowa,14,5,6,1,success,37,11,"Obrońca przeżył z 1 punktem i cofnął się na (38, 11)!
Atakujący stracił 9 punktów, pozostało: 5"
