timestamp,turn,nation,vp_current,vp_enemy,vp_gap,vp_trend,vp_velocity,threat_level,opportunity_count
2025-09-15T23:51:23.251568,1,Polska,0,0,0,UNKNOWN,0,MEDIUM,0
