timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-09-23T19:39:48;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;54;0
2025-09-23T19:39:54;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;54;0
2025-09-23T19:39:58;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;54;0
2025-09-23T19:40:07;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;54;62
2025-09-23T19:40:11;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;54;62
2025-09-23T19:40:17;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;54;62
2025-09-23T19:40:28;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;122;152
2025-09-23T19:40:30;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;122;152
2025-09-23T19:40:33;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;122;152
2025-09-23T19:40:36;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;122;250
2025-09-23T19:40:40;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;122;250
2025-09-23T19:40:44;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;122;250
2025-09-23T19:40:51;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;197;340
2025-09-23T19:40:55;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;197;340
2025-09-23T19:41:01;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;197;340
2025-09-23T19:41:06;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;197;354
2025-09-23T19:41:11;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;197;354
2025-09-23T19:41:17;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;197;354
2025-09-23T19:41:24;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;339;444
2025-09-23T19:41:29;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;339;444
2025-09-23T19:41:32;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;339;444
2025-09-23T19:41:37;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;339;522
2025-09-23T19:41:42;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;339;522
2025-09-23T19:41:47;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;339;522
