timestamp,component,level,message,context
2025-10-04T22:02:25,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 0, ""turn"": 1}"
2025-10-04T22:02:32,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 11, ""3"": 10}, ""spent_total"": 21, ""remaining_general"": 0}"
2025-10-04T22:02:34,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 11, ""3"": 10}, ""turn"": 1}"
2025-10-04T22:02:35,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 0, ""turn"": 1}"
2025-10-04T22:02:42,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 47, ""6"": 47}, ""spent_total"": 94, ""remaining_general"": 0}"
2025-10-04T22:02:44,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 0, ""commander_points"": {""5"": 47, ""6"": 47}, ""turn"": 1}"
2025-10-04T22:02:45,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 0, ""turn"": 2}"
2025-10-04T22:02:57,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 20, ""3"": 20}, ""spent_total"": 40, ""remaining_general"": 0}"
2025-10-04T22:03:03,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 26, ""3"": 24}, ""turn"": 2}"
2025-10-04T22:03:03,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 0, ""turn"": 2}"
2025-10-04T22:03:20,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 80, ""commander_points"": {""5"": 43, ""6"": 43}, ""turn"": 2}"
2025-10-04T22:03:20,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 0, ""turn"": 3}"
2025-10-04T22:03:45,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 38, ""3"": 39}, ""spent_total"": 77, ""remaining_general"": 0}"
2025-10-04T22:03:47,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 58, ""3"": 54}, ""turn"": 3}"
2025-10-04T22:03:47,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 80, ""turn"": 3}"
2025-10-04T22:06:09,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 132, ""commander_points"": {""5"": 39, ""6"": 38}, ""turn"": 3}"
2025-10-04T22:06:10,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 0, ""turn"": 4}"
2025-10-04T22:06:24,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 63, ""commander_points"": {""2"": 52, ""3"": 45}, ""turn"": 4}"
2025-10-04T22:06:25,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 132, ""turn"": 4}"
2025-10-04T22:06:34,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 189, ""commander_points"": {""5"": 33, ""6"": 32}, ""turn"": 4}"
2025-10-04T22:06:35,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 63, ""turn"": 5}"
2025-10-04T22:06:57,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 128, ""commander_points"": {""2"": 46, ""3"": 40}, ""turn"": 5}"
2025-10-04T22:06:57,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 189, ""turn"": 5}"
2025-10-04T22:07:21,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 19, ""6"": 24}, ""spent_total"": 43, ""remaining_general"": 156}"
2025-10-04T22:07:23,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 156, ""commander_points"": {""5"": 50, ""6"": 50}, ""turn"": 5}"
