timestamp,component,level,message,context
2025-10-06T23:18:31,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 0, ""turn"": 1}"
2025-10-06T23:18:41,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 22, ""3"": 18}, ""spent_total"": 40, ""remaining_general"": 0}"
2025-10-06T23:18:43,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 22, ""3"": 18}, ""turn"": 1}"
2025-10-06T23:18:44,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 0, ""turn"": 1}"
2025-10-06T23:18:49,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 8, ""6"": 11}, ""spent_total"": 19, ""remaining_general"": 0}"
2025-10-06T23:18:50,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 0, ""commander_points"": {""5"": 8, ""6"": 11}, ""turn"": 1}"
2025-10-06T23:18:51,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 10, ""turn"": 2}"
2025-10-06T23:18:56,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 45, ""3"": 45}, ""spent_total"": 90, ""remaining_general"": 0}"
2025-10-06T23:18:58,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 59, ""3"": 55}, ""turn"": 2}"
2025-10-06T23:18:59,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 0, ""turn"": 2}"
2025-10-06T23:19:03,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 7, ""6"": 0}, ""spent_total"": 7, ""remaining_general"": 0}"
2025-10-06T23:19:04,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 0, ""commander_points"": {""5"": 7, ""6"": 3}, ""turn"": 2}"
2025-10-06T23:19:05,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 20, ""turn"": 3}"
2025-10-06T23:19:11,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 9, ""3"": 20}, ""spent_total"": 29, ""remaining_general"": 0}"
2025-10-06T23:19:13,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 64, ""3"": 67}, ""turn"": 3}"
2025-10-06T23:19:13,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 22, ""turn"": 3}"
2025-10-06T23:19:22,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 36, ""6"": 27}, ""spent_total"": 63, ""remaining_general"": 0}"
2025-10-06T23:19:24,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 0, ""commander_points"": {""5"": 37, ""6"": 28}, ""turn"": 3}"
2025-10-06T23:19:24,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 20, ""turn"": 4}"
2025-10-06T23:19:33,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 1, ""allocations"": {""2"": 65, ""3"": 50}, ""spent_total"": 115, ""remaining_general"": 0}"
2025-10-06T23:19:35,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 1, ""remaining_general"": 0, ""commander_points"": {""2"": 126, ""3"": 113}, ""turn"": 4}"
2025-10-06T23:19:35,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 22, ""turn"": 4}"
2025-10-06T23:19:41,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 22, ""6"": 25}, ""spent_total"": 47, ""remaining_general"": 0}"
2025-10-06T23:19:43,GENERAL,INFO,Generał (human) kończy turę,"{""general_id"": 4, ""remaining_general"": 0, ""commander_points"": {""5"": 56, ""6"": 50}, ""turn"": 4}"
2025-10-06T23:19:43,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 20, ""turn"": 5}"
2025-10-06T23:19:46,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 22, ""turn"": 5}"
2025-10-06T23:19:55,GENERAL,INFO,Generał (human) przydziela środki dowódcom,"{""general_id"": 4, ""allocations"": {""5"": 20, ""6"": 28}, ""spent_total"": 48, ""remaining_general"": 0}"
2025-10-06T23:19:58,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 140, ""turn"": 6}"
2025-10-06T23:20:06,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 4, ""nation"": ""Niemcy"", ""available_pe"": 22, ""turn"": 6}"
2025-10-06T23:20:12,GENERAL,INFO,Generał (human) rozpoczyna turę,"{""general_id"": 1, ""nation"": ""Polska"", ""available_pe"": 171, ""turn"": 7}"
