timestamp,turn,nation,vp_current,vp_enemy,vp_gap,vp_trend,vp_velocity,threat_level,opportunity_count
2025-09-14T14:56:51.011405,1,Niemcy,0,0,0,UNKNOWN,0,MEDIUM,0
