timestamp,issue_type,unit_id,garrison_hex,unit_mp,unit_fuel,unit_position,distance_to_garrison,pathfinding_failed,target_blocked,threat_level,kp_value,available_units,details
2025-09-19T21:36:16.946436,NO_MOVEMENT_POINTS,P_Pluton__5_Infanterie_Regiment,"42,-14",0,0,"35,-15",8,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:36:16.947462,NO_FUEL,P_Pluton__5_Infanterie_Regiment,"42,-14",0,0,"35,-15",8,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:36:16.948575,NO_MOVEMENT_POINTS,P_Kompania__5_Infanterie_Regiment,"42,-14",0,0,"35,-15",8,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:36:16.950571,NO_FUEL,P_Kompania__5_Infanterie_Regiment,"42,-14",0,0,"35,-15",8,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:36:16.951737,NO_MOVEMENT_POINTS,P_Pluton__5_Sch_tzen_Kompanie,"42,-14",0,0,"35,-15",8,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:36:16.952740,NO_FUEL,P_Pluton__5_Sch_tzen_Kompanie,"42,-14",0,0,"35,-15",8,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:36:16.952740,NO_MOVEMENT_POINTS,AC_Kompania__5_schwere_Artillerie,"42,-14",0,0,"36,-15",7,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:36:16.953974,NO_FUEL,AC_Kompania__5_schwere_Artillerie,"42,-14",0,0,"36,-15",7,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:36:16.955086,NO_MOVEMENT_POINTS,AL_Batalion__5_Artillerie_Abteilung,"42,-14",0,0,"36,-16",8,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:36:16.956084,NO_FUEL,AL_Batalion__5_Artillerie_Abteilung,"42,-14",0,0,"36,-16",8,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:36:16.958280,INSUFFICIENT_SUPPORT,P_Pluton__5_Sch_tzen_Kompanie_20250913214034,"42,-14",N/A,N/A,N/A,N/A,N/A,N/A,0,150,5,"{'enemies_list': [], 'units_found': 0, 'units_needed': 2, 'shortage': 2}"
2025-09-19T21:49:45.629827,NO_MOVEMENT_POINTS,P_Pluton__5_Infanterie_Regiment,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:49:45.629827,NO_FUEL,P_Pluton__5_Infanterie_Regiment,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:49:45.632178,NO_MOVEMENT_POINTS,P_Kompania__5_Infanterie_Regiment,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:49:45.632178,NO_FUEL,P_Kompania__5_Infanterie_Regiment,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:49:45.637076,NO_MOVEMENT_POINTS,P_Pluton__5_Sch_tzen_Kompanie,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:49:45.638102,NO_FUEL,P_Pluton__5_Sch_tzen_Kompanie,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:49:45.638102,NO_MOVEMENT_POINTS,AC_Kompania__5_schwere_Artillerie,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:49:45.639106,NO_FUEL,AC_Kompania__5_schwere_Artillerie,"42,-14",0,0,"35,-14",7,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:49:45.640131,NO_MOVEMENT_POINTS,AL_Batalion__5_Artillerie_Abteilung,"42,-14",0,0,"35,-16",9,False,False,N/A,N/A,N/A,{'no_mp': True}
2025-09-19T21:49:45.641364,NO_FUEL,AL_Batalion__5_Artillerie_Abteilung,"42,-14",0,0,"35,-16",9,False,False,N/A,N/A,N/A,"{'no_mp': True, 'no_fuel': True}"
2025-09-19T21:49:45.641364,INSUFFICIENT_SUPPORT,P_Pluton__5_Sch_tzen_Kompanie_20250913214034,"42,-14",N/A,N/A,N/A,N/A,N/A,N/A,0,150,5,"{'enemies_list': [], 'units_found': 0, 'units_needed': 2, 'shortage': 2}"
