timestamp,turn,nation,pe_start,pe_allocated,pe_spent_purchases,pe_total_used,pe_remaining,strategy_used,action,orders_issued,low_fuel_ratio,total_units,allocate_budget,purchase_budget,econ_after,vp_own,vp_enemy,vp_status
2025-09-15T23:52:34.053354,,Polska,24,0,0,0,24,HOLD,HOLD,0,0.0,20,0,0,24,0,0,0
2025-09-15T23:52:37.376473,,Polska,109,25,0,25,84,COMBO,COMBO,0,0.05,20,0,0,84,0,0,0
2025-09-15T23:52:42.775314,,Polska,182,43,0,43,139,COMBO,COMBO,0,0.15,20,0,0,139,0,0,0
2025-09-15T23:52:49.218154,,Polska,275,82,0,82,193,COMBO,COMBO,0,0.4,20,0,0,193,0,0,0
2025-09-15T23:52:56.339165,,Polska,257,76,0,76,181,COMBO,COMBO,0,0.5,20,0,0,181,0,-10,10
2025-09-15T23:53:02.813501,,Polska,272,81,0,81,191,COMBO,COMBO,0,0.55,20,0,0,191,0,-10,10
2025-09-15T23:53:08.399749,,Polska,302,90,0,90,212,COMBO,COMBO,0,0.6,20,0,0,212,0,-10,10
2025-09-15T23:53:14.555249,,Polska,278,83,0,83,195,COMBO,COMBO,0,0.6,20,0,0,195,0,-10,10
2025-09-15T23:53:20.626188,,Polska,228,54,0,54,174,COMBO,COMBO,0,0.25,20,0,0,174,0,-10,10
