timestamp,nation,action,econ_before,econ_after,allocated_total,units_bought,rule,metrics_json
2025-09-15T23:52:34,Polska,HOLD,24,24,0,0,econ<MIN_BUY,"{""econ"": 24, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-09-15T23:52:36,Niemcy,HOLD,26,26,0,0,econ<MIN_BUY,"{""econ"": 26, ""own_units"": 20, ""low_fuel_ratio"": 0.0, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""econ<MIN_BUY""}"
2025-09-15T23:52:37,Polska,COMBO,109,84,25,0,strategic_combo_ROZWÓJ,"{""econ"": 109, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 43, ""purchase_budget"": 43}"
2025-09-15T23:52:39,Niemcy,COMBO,178,136,42,0,strategic_combo_ROZWÓJ,"{""econ"": 178, ""own_units"": 20, ""low_fuel_ratio"": 0.05, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 71, ""purchase_budget"": 71}"
2025-09-15T23:52:42,Polska,COMBO,182,139,43,0,strategic_combo_ROZWÓJ,"{""econ"": 182, ""own_units"": 20, ""low_fuel_ratio"": 0.15, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 72, ""purchase_budget"": 72}"
2025-09-15T23:52:45,Niemcy,COMBO,222,156,66,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 222, ""own_units"": 20, ""low_fuel_ratio"": 0.45, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 111, ""purchase_budget"": 77}"
2025-09-15T23:52:49,Polska,COMBO,275,193,82,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 275, ""own_units"": 20, ""low_fuel_ratio"": 0.4, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 0, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 137, ""purchase_budget"": 96}"
2025-09-15T23:52:52,Niemcy,COMBO,274,192,82,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 274, ""own_units"": 19, ""low_fuel_ratio"": 0.842, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": -10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 137, ""purchase_budget"": 95}"
2025-09-15T23:52:56,Polska,COMBO,257,181,76,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 257, ""own_units"": 20, ""low_fuel_ratio"": 0.5, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 128, ""purchase_budget"": 89}"
2025-09-15T23:53:00,Niemcy,COMBO,248,174,74,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 248, ""own_units"": 19, ""low_fuel_ratio"": 0.947, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": -10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 124, ""purchase_budget"": 86}"
2025-09-15T23:53:02,Polska,COMBO,272,191,81,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 272, ""own_units"": 20, ""low_fuel_ratio"": 0.55, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 136, ""purchase_budget"": 95}"
2025-09-15T23:53:05,Niemcy,COMBO,260,182,78,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 260, ""own_units"": 19, ""low_fuel_ratio"": 0.579, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": -10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 130, ""purchase_budget"": 91}"
2025-09-15T23:53:08,Polska,COMBO,302,212,90,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 302, ""own_units"": 20, ""low_fuel_ratio"": 0.6, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 151, ""purchase_budget"": 105}"
2025-09-15T23:53:11,Niemcy,COMBO,310,217,93,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 310, ""own_units"": 19, ""low_fuel_ratio"": 0.789, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": -10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 155, ""purchase_budget"": 108}"
2025-09-15T23:53:14,Polska,COMBO,278,195,83,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 278, ""own_units"": 20, ""low_fuel_ratio"": 0.6, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": 10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 139, ""purchase_budget"": 97}"
2025-09-15T23:53:17,Niemcy,COMBO,279,196,83,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 279, ""own_units"": 19, ""low_fuel_ratio"": 0.895, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": -10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 139, ""purchase_budget"": 97}"
2025-09-15T23:53:20,Polska,COMBO,228,174,54,0,strategic_combo_ROZWÓJ,"{""econ"": 228, ""own_units"": 20, ""low_fuel_ratio"": 0.25, ""strategy_name"": ""ROZWÓJ"", ""budget_ratios"": {""reserve"": 0.2, ""allocate"": 0.4, ""purchase"": 0.4}, ""game_phase"": 0.1, ""vp_status"": 10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_ROZWÓJ"", ""allocate_budget"": 91, ""purchase_budget"": 91}"
2025-09-15T23:53:24,Niemcy,COMBO,326,229,97,0,strategic_combo_KRYZYS_PALIWA,"{""econ"": 326, ""own_units"": 19, ""low_fuel_ratio"": 0.632, ""strategy_name"": ""KRYZYS_PALIWA"", ""budget_ratios"": {""reserve"": 0.15, ""allocate"": 0.5, ""purchase"": 0.35}, ""game_phase"": 0.1, ""vp_status"": -10, ""phase_name"": ""WCZESNA"", ""rule"": ""strategic_combo_KRYZYS_PALIWA"", ""allocate_budget"": 163, ""purchase_budget"": 114}"
