timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-10-01T22:21:37;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;81;0
2025-10-01T22:21:50;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-32;32;60;88
2025-10-01T22:22:18;1;1;Polska;Generał;end_turn;;;;;;;ok;-32;32;87;66
2025-10-01T22:22:29;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-20;20;61;73
2025-10-01T22:22:44;1;1;Polska;Generał;end_turn;;;;;;;ok;-40;40;88;43
2025-10-01T22:22:58;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-40;40;67;138
2025-10-01T22:23:07;1;1;Polska;Generał;end_turn;;;;;;;ok;-40;40;86;112
2025-10-01T22:23:16;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-25;25;65;135
2025-10-01T22:23:34;1;1;Polska;Generał;end_turn;;;;;;;ok;-25;25;147;112
2025-10-01T22:23:44;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-25;25;123;186
2025-10-01T22:23:53;1;1;Polska;Generał;end_turn;;;;;;;ok;-25;25;212;163
2025-10-01T22:24:00;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-25;25;190;185
2025-10-01T22:24:08;1;1;Polska;Generał;end_turn;;;;;;;ok;-25;25;250;162
2025-10-01T22:24:12;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-25;25;229;239
2025-10-01T22:24:19;1;1;Polska;Generał;end_turn;;;;;;;ok;-10;10;305;217
2025-10-01T22:24:24;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-10;10;285;290
2025-10-01T22:24:30;1;1;Polska;Generał;end_turn;;;;;;;ok;-10;10;331;268
2025-10-01T22:24:35;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-10;10;327;320
2025-10-01T22:24:41;1;1;Polska;Generał;end_turn;;;;;;;ok;-10;10;344;298
2025-10-01T22:24:47;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-10;10;340;322
