timestamp,turn,nation,vp_current,vp_enemy,vp_gap,vp_trend,vp_velocity,threat_level,opportunity_count
2025-09-19T23:01:08.667943,1,Niemcy,0,0,0,UNKNOWN,0,MEDIUM,0
