timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-08-19T23:21:09;1;2;Polska;Dowódca;move;AL_Kompania__2_Dywizjon_Artylerii;;6;9;15;4;;0;0;23;0
2025-08-19T23:21:16;1;2;Polska;Dowódca;move;P_Batalion__2_Kompania_Grenadier_w_20250703213005;;20;3;24;-3;;0;0;23;0
2025-08-19T23:21:22;1;2;Polska;Dowódca;move;P_Pluton__2_Pu_k_Piechoty_20250703213008;;18;-2;23;-4;;0;0;23;0
2025-08-19T23:21:30;1;2;Polska;Dowódca;move;TL_Pluton__2_Pluton_Tankietek_20250703213014;;16;0;23;-2;OK;0;0;23;0
2025-08-19T23:21:34;1;2;Polska;Dowódca;move;P_Pluton__2_Pu_k_Piechoty;;21;3;15;6;OK;0;0;23;0
2025-08-19T23:21:39;1;2;Polska;Dowódca;move;P_Kompania__2_Pu_k_Piechoty;;11;-1;16;-2;;0;0;23;0
2025-08-19T23:21:48;1;2;Polska;Dowódca;move;TL_Kompania__2_Pluton_Tankietek;;23;-7;28;-9;OK;0;0;23;0
2025-08-19T23:21:55;1;2;Polska;Dowódca;move;P_Batalion__2_Batalion_Strzelc_w;;24;-8;28;-10;OK;0;0;23;0
2025-08-19T23:21:59;1;2;Polska;Dowódca;move;P_Kompania__2_Batalion_Strzelc_w_20250703213012;;23;-8;27;-9;OK;0;0;23;0
2025-08-19T23:22:04;1;2;Polska;Dowódca;move;P_Kompania__2_Batalion_Strzelc_w;;20;-8;25;-8;;0;0;23;0
2025-08-19T23:22:09;1;2;Polska;Dowódca;move;P_Batalion__2_Kompania_Grenadier_w;;15;-7;17;-3;;0;0;23;0
2025-08-19T23:22:15;1;2;Polska;Dowódca;move;P_Pluton__2_Batalion_Strzelc_w;;9;-4;15;-7;OK;0;0;23;0
2025-08-19T23:22:19;1;2;Polska;Dowódca;move;TL_Pluton__2_Pluton_Tankietek;;9;-3;9;-4;OK;0;0;23;0
2025-08-19T23:22:23;1;2;Polska;Dowódca;move;AL_Batalion__2_Pu_k_Artylerii;;8;-3;14;-3;;0;0;23;0
2025-08-19T23:22:26;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;23;0
2025-08-19T23:22:33;1;3;Polska;Dowódca;move_error;TS_Kompania__3_Sam_Pancerny_Einheit;;;;;;no_reachable_hex;0;0;23;0
2025-08-19T23:22:38;1;3;Polska;Dowódca;move;AL_Batalion__3_Pu_k_Artylerii;;16;19;18;15;OK;0;0;23;0
2025-08-19T23:22:41;1;3;Polska;Dowódca;move;Z_Pluton__3_Kompania_Zaopatrzeniowa;;16;20;18;16;;0;0;23;0
2025-08-19T23:22:44;1;3;Polska;Dowódca;move;P_Batalion__3_Pu_k_Piechoty;;13;15;17;14;;0;0;23;0
2025-08-19T23:22:46;1;3;Polska;Dowódca;move;K_Batalion__3_Oddzia_Jazdy;;21;18;19;16;;0;0;23;0
2025-08-19T23:22:49;1;3;Polska;Dowódca;move;TL_Batalion__3_Kompania_Czo_g_w_Lekkich;;23;17;20;15;OK;0;0;23;0
2025-08-19T23:22:51;1;3;Polska;Dowódca;move;P_Pluton__3_Pu_k_Piechoty;;24;16;20;16;;0;0;23;0
2025-08-19T23:23:03;1;3;Polska;Dowódca;move;P_Batalion__3_Batalion_Strzelc_w;;20;13;25;6;;0;0;23;0
2025-08-19T23:23:05;1;3;Polska;Dowódca;move;TS_Kompania__3_Sam_Pancerny_Einheit;;19;14;24;8;;0;0;23;0
2025-08-19T23:23:09;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;23;0
