timestamp,nation,commander_id,unit_type,unit_size,cost,supports,points_before,points_after,budget_allocated,reserve,need_supply,need_art,pressure,enemy_has_armor,ratio,global_counts,enemy_counts
2025-08-24T21:46:23,Niemcy,5,Z,Pluton,16,,57,41,17,12,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:46:23,Polska,2,AP,Pluton,20,,76,56,23,16,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T21:46:24,Niemcy,5,Z,Pluton,26,drużyna granatników,96,70,30,20,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:48:26,Polska,2,P,Pluton,15,,52,37,15,11,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T21:48:26,Polska,2,TŚ,Pluton,32,,54,22,32,22,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T21:48:27,Niemcy,5,Z,Pluton,26,drużyna granatników,56,30,33,23,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:48:34,Niemcy,5,P,Pluton,15,,104,89,15,11,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:56:28,Polska,2,AP,Pluton,25,obserwator,94,69,28,20,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T21:56:29,Niemcy,5,Z,Pluton,26,drużyna granatników,90,64,27,19,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:56:34,Niemcy,5,Z,Pluton,16,,114,98,17,12,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:56:35,Niemcy,5,Z,Pluton,16,,108,92,16,11,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:58:53,Niemcy,5,Z,Pluton,16,,76,60,23,16,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T21:59:00,Polska,2,P,Pluton,15,,104,89,15,11,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T21:59:03,Polska,2,P,Pluton,15,,102,87,15,11,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T22:01:03,Niemcy,5,Z,Pluton,16,,73,57,22,16,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-24T22:01:03,Polska,2,AP,Pluton,20,,70,50,21,15,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-24T22:01:04,Niemcy,5,Z,Pluton,16,,74,58,22,16,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
