timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-08-26T21:38:22;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;80;0
2025-08-26T21:38:29;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;80;8
2025-08-26T21:38:58;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;150;8
2025-08-26T21:39:08;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;69;21
2025-08-26T21:39:29;1;1;Polska;Generał;end_turn;;;;;;;ok;-30;30;169;0
2025-08-26T21:39:41;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-30;30;53;14
2025-08-26T21:39:58;1;1;Polska;Generał;end_turn;;;;;;;ok;-51;51;128;0
2025-08-26T21:40:09;1;4;Niemcy;Generał;end_turn;;;;;;;ok;-51;51;76;31
2025-08-26T21:40:17;1;1;Polska;Generał;end_turn;;;;;;;ok;24;-24;82;0
2025-08-26T21:40:42;1;4;Niemcy;Generał;end_turn;;;;;;;ok;61;-61;40;47
2025-08-26T21:40:51;1;1;Polska;Generał;end_turn;;;;;;;ok;61;-61;73;0
2025-08-26T21:41:08;1;4;Niemcy;Generał;end_turn;;;;;;;ok;61;-61;16;40
2025-08-26T21:41:18;1;1;Polska;Generał;end_turn;;;;;;;ok;61;-61;53;0
2025-08-26T21:41:30;1;4;Niemcy;Generał;end_turn;;;;;;;ok;136;-136;0;15
2025-08-26T21:41:42;1;1;Polska;Generał;end_turn;;;;;;;ok;136;-136;89;0
2025-08-26T21:41:55;1;4;Niemcy;Generał;end_turn;;;;;;;ok;276;-276;6;45
2025-08-26T21:42:09;1;1;Polska;Generał;end_turn;;;;;;;ok;276;-276;22;0
2025-08-26T21:42:36;1;4;Niemcy;Generał;end_turn;;;;;;;ok;366;-366;0;61
2025-08-26T21:42:46;1;1;Polska;Generał;end_turn;;;;;;;ok;307;-307;26;0
2025-08-26T21:43:14;1;4;Niemcy;Generał;end_turn;;;;;;;ok;307;-307;0;19
2025-08-26T21:43:25;1;1;Polska;Generał;end_turn;;;;;;;ok;307;-307;4;0
2025-08-26T21:43:37;1;4;Niemcy;Generał;end_turn;;;;;;;ok;307;-307;0;40
2025-08-26T21:43:49;1;1;Polska;Generał;end_turn;;;;;;;ok;307;-307;38;0
2025-08-26T21:44:04;1;4;Niemcy;Generał;end_turn;;;;;;;ok;342;-342;0;27
2025-08-26T21:44:19;1;1;Polska;Generał;end_turn;;;;;;;ok;342;-342;83;1
2025-08-26T21:44:34;1;4;Niemcy;Generał;end_turn;;;;;;;ok;372;-372;0;7
2025-08-26T21:44:56;1;1;Polska;Generał;end_turn;;;;;;;ok;372;-372;10;0
2025-08-26T21:45:08;1;4;Niemcy;Generał;end_turn;;;;;;;ok;372;-372;0;90
2025-08-26T21:45:26;1;1;Polska;Generał;end_turn;;;;;;;ok;382;-382;31;29
2025-08-26T21:45:55;1;4;Niemcy;Generał;end_turn;;;;;;;ok;302;-302;0;96
2025-08-26T21:46:08;1;1;Polska;Generał;end_turn;;;;;;;ok;302;-302;61;50
2025-08-26T21:46:25;1;4;Niemcy;Generał;end_turn;;;;;;;ok;302;-302;21;143
2025-08-26T21:46:34;1;1;Polska;Generał;end_turn;;;;;;;ok;302;-302;117;89
2025-08-26T21:47:22;1;4;Niemcy;Generał;end_turn;;;;;;;ok;302;-302;65;171
2025-08-26T21:47:36;1;1;Polska;Generał;end_turn;;;;;;;ok;302;-302;140;133
2025-08-26T21:48:05;1;4;Niemcy;Generał;end_turn;;;;;;;ok;361;-361;71;193
2025-08-26T21:48:29;1;1;Polska;Generał;end_turn;;;;;;;ok;361;-361;144;172
2025-08-26T21:48:38;1;4;Niemcy;Generał;end_turn;;;;;;;ok;361;-361;109;221
