timestamp;turn;player_id;player_nation;player_role;action;token_id;target_token_id;from_q;from_r;to_q;to_r;result;vp_pl;vp_de;pe_pl;pe_de
2025-09-23T20:13:19;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;24;0
2025-09-23T20:13:25;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;24;0
2025-09-23T20:13:29;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;24;0
2025-09-23T20:13:34;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;24;94
2025-09-23T20:13:36;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;24;94
2025-09-23T20:13:39;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;24;94
2025-09-23T20:13:41;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;160;184
2025-09-23T20:13:44;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;160;184
2025-09-23T20:13:49;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;160;184
2025-09-23T20:13:52;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;160;281
2025-09-23T20:13:57;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;160;281
2025-09-23T20:14:04;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;160;281
2025-09-23T20:14:07;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;302;371
2025-09-23T20:14:11;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;302;371
2025-09-23T20:14:14;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;302;371
2025-09-23T20:14:17;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;302;455
2025-09-23T20:14:20;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;302;455
2025-09-23T20:14:26;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;302;455
2025-09-23T20:14:49;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;426;545
2025-09-23T20:14:52;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;426;545
2025-09-23T20:14:55;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;426;545
2025-09-23T20:14:59;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;426;561
2025-09-23T20:15:03;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;426;561
2025-09-23T20:15:08;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;426;561
2025-09-23T20:15:21;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;532;651
2025-09-23T20:15:26;1;2;Polska;Dowódca;move;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;25;-8;27;-8;OK;0;0;532;651
2025-09-23T20:15:29;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;532;651
2025-09-23T20:15:30;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;532;651
2025-09-23T20:15:37;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;532;651
2025-09-23T20:15:44;1;3;Polska;Dowódca;move;K_Pluton__3_Oddzia_Jazdy;;35;11;38;9;OK;0;0;532;651
2025-09-23T20:15:48;1;3;Polska;Dowódca;move;K_Pluton__3_Oddzia_Jazdy;;36;10;38;9;OK;0;0;532;651
2025-09-23T20:16:07;1;3;Polska;Dowódca;move;K_Pluton__3_Oddzia_Jazdy;;37;9;38;9;OK;0;0;532;651
2025-09-23T20:16:07;1;6;Niemcy;Dowódca;reaction_attack;P_Batalion__6_Infanterie_Regiment;K_Pluton__3_Oddzia_Jazdy;39;8;37;9;"Obrońca przeżył z 1 punktem i cofnął się na (37, 9)!
Atakujący stracił 10 punktów, pozostało: 4";0;0;532;651
2025-09-23T20:16:16;1;3;Polska;Dowódca;resupply;K_Pluton__3_Oddzia_Jazdy;;;;37;9;fuel+3, combat+5;0;0;524;651
2025-09-23T20:16:31;1;3;Polska;Dowódca;move;P_Pluton__3_Pu_k_Piechoty_20250913214024;;34;10;36;8;;0;0;524;651
2025-09-23T20:16:34;1;3;Polska;Dowódca;resupply;P_Pluton__3_Pu_k_Piechoty_20250913214024;;;;36;8;fuel+2, combat+0;0;0;522;651
2025-09-23T20:16:38;1;3;Polska;Dowódca;move;P_Pluton__3_Pu_k_Piechoty_20250913214024;;36;8;38;8;OK;0;0;522;651
2025-09-23T20:16:47;1;3;Polska;Dowódca;resupply;P_Pluton__3_Pu_k_Piechoty_20250913214024;;;;37;8;fuel+1, combat+0;0;0;521;651
2025-09-23T20:16:49;1;3;Polska;Dowódca;move;P_Pluton__3_Pu_k_Piechoty_20250913214024;;37;8;38;8;OK;0;0;521;651
2025-09-23T20:16:49;1;6;Niemcy;Dowódca;reaction_attack;P_Batalion__6_Infanterie_Regiment;P_Pluton__3_Pu_k_Piechoty_20250913214024;39;8;38;8;Brak punktów ruchu do ataku.;0;0;521;651
2025-09-23T20:17:16;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;521;651
2025-09-23T20:17:21;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;521;688
2025-09-23T20:17:24;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;521;688
2025-09-23T20:17:27;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;521;688
2025-09-23T20:17:48;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;730;873
2025-09-23T20:17:54;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:55;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:57;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:57;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:58;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:58;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:58;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:59;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:59;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:59;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:17:59;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:18:00;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:18:00;1;2;Polska;Dowódca;move_error;P_Batalion__2_Batalion_Strzelc_w_20250913214005;;;;;;no_reachable_hex;0;0;730;873
2025-09-23T20:22:51;1;2;Polska;Dowódca;end_turn;;;;;;;timeout;0;0;730;873
2025-09-23T20:24:13;1;1;Polska;Generał;end_turn;;;;;;;ok;0;0;1016;1334
2025-09-23T20:24:19;1;2;Polska;Dowódca;end_turn;;;;;;;user;0;0;1016;1334
2025-09-23T20:24:30;1;3;Polska;Dowódca;move;Z_Kompania__3_Kompania_Zaopatrzeniowa;;34;11;38;9;OK;0;0;1016;1334
2025-09-23T20:24:33;1;3;Polska;Dowódca;move;Z_Kompania__3_Kompania_Zaopatrzeniowa;;35;10;38;9;OK;0;0;1016;1334
2025-09-23T20:24:36;1;3;Polska;Dowódca;end_turn;;;;;;;user;0;0;1016;1334
2025-09-23T20:24:40;1;4;Niemcy;Generał;end_turn;;;;;;;ok;0;0;1016;1372
2025-09-23T20:24:44;1;5;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;1016;1372
2025-09-23T20:24:47;1;6;Niemcy;Dowódca;end_turn;;;;;;;user;0;0;1016;1372
